,level_0,metadata_title,date,index,filepath,dir,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language
18,2360,DDD:ddd:110637468:mpeg21.didl.xml.gz.xml,1950-08-09,2360,../data/1950/08-09/DDD_110637468/DDD:ddd:110637468:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_110637468,De West : nieuwsblad uit en voor Suriname,1950-08-09,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5173,nl
19,2361,DDD:ddd:010537558:mpeg21.didl.xml.gz.xml,1950-08-09,2361,../data/1950/08-09/DDD_010537558/DDD:ddd:010537558:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010537558,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-08-09,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,185,nl
20,2363,DDD:ddd:010476503:mpeg21.didl.xml.gz.xml,1950-08-09,2363,../data/1950/08-09/DDD_010476503/DDD:ddd:010476503:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010476503,Het nieuwsblad voor Sumatra,1950-08-09,Medan,Deli Courant en De Sumatra post,KB C 937,3,629,nl
21,2364,DDD:ddd:110585116:mpeg21.didl.xml.gz.xml,1950-08-09,2364,../data/1950/08-09/DDD_110585116/DDD:ddd:110585116:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_110585116,De Telegraaf,1950-08-09,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19595,nl
22,2365,DDD:ddd:010950509:mpeg21.didl.xml.gz.xml,1950-08-09,2365,../data/1950/08-09/DDD_010950509/DDD:ddd:010950509:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010950509,Het vrĳe volk : democratisch-socialistisch dagblad,1950-08-09,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1594,nl
23,2366,DDD:ddd:010480603:mpeg21.didl.xml.gz.xml,1950-08-09,2366,../data/1950/08-09/DDD_010480603/DDD:ddd:010480603:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010480603,Het nieuws : algemeen dagblad,1950-08-09,Paramaribo,A.J. Morpurgo,KB C 197,7,2134,nl
24,2367,DDD:ddd:010887139:mpeg21.didl.xml.gz.xml,1950-08-09,2367,../data/1950/08-09/DDD_010887139/DDD:ddd:010887139:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010887139,Nieuwsblad van het Noorden,1950-08-09,Groningen,Nieuwenhuis,Groninger archieven 649-1318,63,184,nl
25,2370,DDD:ddd:011210782:mpeg21.didl.xml.gz.xml,1950-08-09,2370,../data/1950/08-09/DDD_011210782/DDD:ddd:011210782:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_011210782,De vrije pers : ochtendbulletin,1950-08-09,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,266,nl
26,2371,DDD:ddd:010862704:mpeg21.didl.xml.gz.xml,1950-08-09,2371,../data/1950/08-09/DDD_010862704/DDD:ddd:010862704:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010862704,De locomotief : Samarangsch handels- en advertentie-blad,1950-08-09,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,280,nl
27,2372,DDD:ddd:011202089:mpeg21.didl.xml.gz.xml,1950-08-09,2372,../data/1950/08-09/DDD_011202089/DDD:ddd:011202089:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_011202089,De Tĳd : godsdienstig-staatkundig dagblad,1950-08-09,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34500,nl
28,2374,DDD:ddd:010865396:mpeg21.didl.xml.gz.xml,1950-08-09,2374,../data/1950/08-09/DDD_010865396/DDD:ddd:010865396:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010865396,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-08-09,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,303,nl
29,2375,DDD:ddd:010987673:mpeg21.didl.xml.gz.xml,1950-08-09,2375,../data/1950/08-09/DDD_010987673/DDD:ddd:010987673:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010987673,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-08-09,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,7935,nl
30,2376,DDD:ddd:010417654:mpeg21.didl.xml.gz.xml,1950-08-09,2376,../data/1950/08-09/DDD_010417654/DDD:ddd:010417654:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010417654,Limburgsch dagblad,1950-08-09,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,186,nl
31,2377,DDD:ddd:011155435:mpeg21.didl.xml.gz.xml,1950-08-09,2377,../data/1950/08-09/DDD_011155435/DDD:ddd:011155435:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_011155435,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-08-09,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12364,nl
32,2378,DDD:ddd:010733888:mpeg21.didl.xml.gz.xml,1950-08-09,2378,../data/1950/08-09/DDD_010733888/DDD:ddd:010733888:mpeg21.didl.xml.gz.xml,../data/1950/08-09/DDD_010733888,Nieuwsblad van Friesland : Hepkema's courant,1950-08-09,Heerenveen,J. Hepkema,Tresoar,76,95,nl
33,2380,DDD:ddd:011155485:mpeg21.didl.xml.gz.xml,1950-10-05,2380,../data/1950/10-05/DDD_011155485/DDD:ddd:011155485:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_011155485,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-10-05,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12413,nl
34,2381,DDD:ddd:010852364:mpeg21.didl.xml.gz.xml,1950-10-05,2381,../data/1950/10-05/DDD_010852364/DDD:ddd:010852364:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010852364,De waarheid,1950-10-05,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,434,nl
35,2382,DDD:ddd:010987721:mpeg21.didl.xml.gz.xml,1950-10-05,2382,../data/1950/10-05/DDD_010987721/DDD:ddd:010987721:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010987721,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-10-05,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,7983,nl
36,2383,DDD:ddd:010891622:mpeg21.didl.xml.gz.xml,1950-10-05,2383,../data/1950/10-05/DDD_010891622/DDD:ddd:010891622:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010891622,Nieuwsblad van het Noorden,1950-10-05,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63,233,nl
37,2384,DDD:ddd:011202137:mpeg21.didl.xml.gz.xml,1950-10-05,2384,../data/1950/10-05/DDD_011202137/DDD:ddd:011202137:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_011202137,De Tĳd : godsdienstig-staatkundig dagblad,1950-10-05,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34548,nl
38,2385,DDD:ddd:010554063:mpeg21.didl.xml.gz.xml,1950-10-05,2385,../data/1950/10-05/DDD_010554063/DDD:ddd:010554063:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010554063,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-10-05,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,7,295,nl
39,2386,DDD:ddd:010417678:mpeg21.didl.xml.gz.xml,1950-10-05,2386,../data/1950/10-05/DDD_010417678/DDD:ddd:010417678:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010417678,Limburgsch dagblad,1950-10-05,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,234,nl
40,2387,DDD:ddd:110585165:mpeg21.didl.xml.gz.xml,1950-10-05,2387,../data/1950/10-05/DDD_110585165/DDD:ddd:110585165:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_110585165,De Telegraaf,1950-10-05,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19644,nl
41,2388,DDD:ddd:110637516:mpeg21.didl.xml.gz.xml,1950-10-05,2388,../data/1950/10-05/DDD_110637516/DDD:ddd:110637516:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_110637516,De West : nieuwsblad uit en voor Suriname,1950-10-05,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5222,nl
42,2389,DDD:ddd:011185189:mpeg21.didl.xml.gz.xml,1950-10-05,2389,../data/1950/10-05/DDD_011185189/DDD:ddd:011185189:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_011185189,De Volksvriend,1950-10-05,"Orange City, Iowa",Henry Hospers,Roosevelt Study Center,76,52,nl
43,2391,DDD:ddd:010480652:mpeg21.didl.xml.gz.xml,1950-10-05,2391,../data/1950/10-05/DDD_010480652/DDD:ddd:010480652:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010480652,Het nieuws : algemeen dagblad,1950-10-05,Paramaribo,A.J. Morpurgo,KB C 197,7,2183,nl
44,2392,DDD:ddd:011218951:mpeg21.didl.xml.gz.xml,1950-10-05,2392,../data/1950/10-05/DDD_011218951/DDD:ddd:011218951:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_011218951,De Surinamer : nieuws- en advertentieblad,1950-10-05,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6761,nl
45,2393,DDD:ddd:010537456:mpeg21.didl.xml.gz.xml,1950-10-05,2393,../data/1950/10-05/DDD_010537456/DDD:ddd:010537456:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010537456,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-10-05,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,234,nl
46,2394,DDD:ddd:010950558:mpeg21.didl.xml.gz.xml,1950-10-05,2394,../data/1950/10-05/DDD_010950558/DDD:ddd:010950558:mpeg21.didl.xml.gz.xml,../data/1950/10-05/DDD_010950558,Het vrĳe volk : democratisch-socialistisch dagblad,1950-10-05,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1643,nl
47,2395,DDD:ddd:010987691:mpeg21.didl.xml.gz.xml,1950-08-31,2395,../data/1950/08-31/DDD_010987691/DDD:ddd:010987691:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010987691,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-08-31,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,7953,nl
48,2397,DDD:ddd:010417672:mpeg21.didl.xml.gz.xml,1950-08-31,2397,../data/1950/08-31/DDD_010417672/DDD:ddd:010417672:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010417672,Limburgsch dagblad,1950-08-31,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,204,nl
49,2398,DDD:ddd:110585135:mpeg21.didl.xml.gz.xml,1950-08-31,2398,../data/1950/08-31/DDD_110585135/DDD:ddd:110585135:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_110585135,De Telegraaf,1950-08-31,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19614,nl
50,2399,DDD:ddd:011185184:mpeg21.didl.xml.gz.xml,1950-08-31,2399,../data/1950/08-31/DDD_011185184/DDD:ddd:011185184:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_011185184,De Volksvriend,1950-08-31,"Orange City, Iowa",Henry Hospers,Roosevelt Study Center,76,47,nl
51,2400,DDD:ddd:010862722:mpeg21.didl.xml.gz.xml,1950-08-31,2400,../data/1950/08-31/DDD_010862722/DDD:ddd:010862722:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010862722,De locomotief : Samarangsch handels- en advertentie-blad,1950-08-31,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,298,nl
52,2401,DDD:ddd:010476521:mpeg21.didl.xml.gz.xml,1950-08-31,2401,../data/1950/08-31/DDD_010476521/DDD:ddd:010476521:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010476521,Het nieuwsblad voor Sumatra,1950-08-31,Medan,Deli Courant en De Sumatra post,KB C 937,3,647,nl
53,2402,DDD:ddd:011218936:mpeg21.didl.xml.gz.xml,1950-08-31,2402,../data/1950/08-31/DDD_011218936/DDD:ddd:011218936:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_011218936,De Surinamer : nieuws- en advertentieblad,1950-08-31,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6746,nl
54,2403,DDD:ddd:110637487:mpeg21.didl.xml.gz.xml,1950-08-31,2403,../data/1950/08-31/DDD_110637487/DDD:ddd:110637487:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_110637487,De West : nieuwsblad uit en voor Suriname,1950-08-31,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5192,nl
55,2404,DDD:ddd:011155455:mpeg21.didl.xml.gz.xml,1950-08-31,2404,../data/1950/08-31/DDD_011155455/DDD:ddd:011155455:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_011155455,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-08-31,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12383,nl
56,2407,DDD:ddd:010852487:mpeg21.didl.xml.gz.xml,1950-08-31,2407,../data/1950/08-31/DDD_010852487/DDD:ddd:010852487:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010852487,De waarheid,1950-08-31,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,404,nl
57,2408,DDD:ddd:011202107:mpeg21.didl.xml.gz.xml,1950-08-31,2408,../data/1950/08-31/DDD_011202107/DDD:ddd:011202107:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_011202107,De Tĳd : godsdienstig-staatkundig dagblad,1950-08-31,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34518,nl
58,2410,DDD:ddd:010480622:mpeg21.didl.xml.gz.xml,1950-08-31,2410,../data/1950/08-31/DDD_010480622/DDD:ddd:010480622:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010480622,Het nieuws : algemeen dagblad,1950-08-31,Paramaribo,A.J. Morpurgo,KB C 197,7,2153,nl
59,2411,DDD:ddd:010950528:mpeg21.didl.xml.gz.xml,1950-08-31,2411,../data/1950/08-31/DDD_010950528/DDD:ddd:010950528:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010950528,Het vrĳe volk : democratisch-socialistisch dagblad,1950-08-31,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1613,nl
60,2412,DDD:ddd:010537428:mpeg21.didl.xml.gz.xml,1950-08-31,2412,../data/1950/08-31/DDD_010537428/DDD:ddd:010537428:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010537428,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-08-31,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,204,nl
61,2413,DDD:ddd:011210799:mpeg21.didl.xml.gz.xml,1950-08-31,2413,../data/1950/08-31/DDD_011210799/DDD:ddd:011210799:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_011210799,De vrije pers : ochtendbulletin,1950-08-31,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,283,nl
62,2414,DDD:ddd:010887158:mpeg21.didl.xml.gz.xml,1950-08-31,2414,../data/1950/08-31/DDD_010887158/DDD:ddd:010887158:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010887158,Nieuwsblad van het Noorden,1950-08-31,Groningen,Nieuwenhuis,Groninger archieven 649-1318,63,203,nl
63,2416,DDD:ddd:010554048:mpeg21.didl.xml.gz.xml,1950-08-31,2416,../data/1950/08-31/DDD_010554048/DDD:ddd:010554048:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010554048,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-08-31,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,280,nl
64,2417,DDD:ddd:010865414:mpeg21.didl.xml.gz.xml,1950-08-31,2417,../data/1950/08-31/DDD_010865414/DDD:ddd:010865414:mpeg21.didl.xml.gz.xml,../data/1950/08-31/DDD_010865414,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-08-31,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,321,nl
65,2418,DDD:ddd:110637466:mpeg21.didl.xml.gz.xml,1950-08-07,2418,../data/1950/08-07/DDD_110637466/DDD:ddd:110637466:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_110637466,De West : nieuwsblad uit en voor Suriname,1950-08-07,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5171,nl
66,2419,DDD:ddd:010537556:mpeg21.didl.xml.gz.xml,1950-08-07,2419,../data/1950/08-07/DDD_010537556/DDD:ddd:010537556:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_010537556,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-08-07,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,183,nl
67,2421,DDD:ddd:011210780:mpeg21.didl.xml.gz.xml,1950-08-07,2421,../data/1950/08-07/DDD_011210780/DDD:ddd:011210780:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_011210780,De vrije pers : ochtendbulletin,1950-08-07,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,264,nl
68,2422,DDD:ddd:010865394:mpeg21.didl.xml.gz.xml,1950-08-07,2422,../data/1950/08-07/DDD_010865394/DDD:ddd:010865394:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_010865394,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-08-07,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,301,nl
69,2423,DDD:ddd:010950507:mpeg21.didl.xml.gz.xml,1950-08-07,2423,../data/1950/08-07/DDD_010950507/DDD:ddd:010950507:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_010950507,Het vrĳe volk : democratisch-socialistisch dagblad,1950-08-07,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1592,nl
70,2424,DDD:ddd:010887137:mpeg21.didl.xml.gz.xml,1950-08-07,2424,../data/1950/08-07/DDD_010887137/DDD:ddd:010887137:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_010887137,Nieuwsblad van het Noorden,1950-08-07,Groningen,Nieuwenhuis,Groninger archieven 649-1318,63,182,nl
71,2425,DDD:ddd:010987671:mpeg21.didl.xml.gz.xml,1950-08-07,2425,../data/1950/08-07/DDD_010987671/DDD:ddd:010987671:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_010987671,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-08-07,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,7933,nl
72,2429,DDD:ddd:010862702:mpeg21.didl.xml.gz.xml,1950-08-07,2429,../data/1950/08-07/DDD_010862702/DDD:ddd:010862702:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_010862702,De locomotief : Samarangsch handels- en advertentie-blad,1950-08-07,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,278,nl
73,2430,DDD:ddd:010476501:mpeg21.didl.xml.gz.xml,1950-08-07,2430,../data/1950/08-07/DDD_010476501/DDD:ddd:010476501:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_010476501,Het nieuwsblad voor Sumatra,1950-08-07,Medan,Deli Courant en De Sumatra post,KB C 937,3,627,nl
74,2431,DDD:ddd:011202087:mpeg21.didl.xml.gz.xml,1950-08-07,2431,../data/1950/08-07/DDD_011202087/DDD:ddd:011202087:mpeg21.didl.xml.gz.xml,../data/1950/08-07/DDD_011202087,De Tĳd : godsdienstig-staatkundig dagblad,1950-08-07,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34498,nl
