,level_0,metadata_title,date,index,filepath,dir,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language
12,3550,DDD:ddd:010891665:mpeg21.didl.xml.gz.xml,1950-11-24,3550,../data/1950/11-24/DDD_010891665/DDD:ddd:010891665:mpeg21.didl.xml.gz.xml,../data/1950/11-24/DDD_010891665,Nieuwsblad van het Noorden,1950-11-24,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63,276,nl
13,3552,DDD:ddd:011202179:mpeg21.didl.xml.gz.xml,1950-11-24,3552,../data/1950/11-24/DDD_011202179/DDD:ddd:011202179:mpeg21.didl.xml.gz.xml,../data/1950/11-24/DDD_011202179,De Tĳd : godsdienstig-staatkundig dagblad,1950-11-24,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34590,nl
14,3554,DDD:ddd:010850919:mpeg21.didl.xml.gz.xml,1950-01-24,3554,../data/1950/01-24/DDD_010850919/DDD:ddd:010850919:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010850919,De waarheid,1950-01-24,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9,222,nl
15,3555,DDD:ddd:010553954:mpeg21.didl.xml.gz.xml,1950-01-24,3555,../data/1950/01-24/DDD_010553954/DDD:ddd:010553954:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010553954,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-01-24,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,186,nl
16,3556,DDD:ddd:010417390:mpeg21.didl.xml.gz.xml,1950-01-24,3556,../data/1950/01-24/DDD_010417390/DDD:ddd:010417390:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010417390,Limburgsch dagblad,1950-01-24,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,20,nl
17,3557,DDD:ddd:010480439:mpeg21.didl.xml.gz.xml,1950-01-24,3557,../data/1950/01-24/DDD_010480439/DDD:ddd:010480439:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010480439,Het nieuws : algemeen dagblad,1950-01-24,Paramaribo,A.J. Morpurgo,KB C 197,7,1970,nl
18,3558,DDD:ddd:010886531:mpeg21.didl.xml.gz.xml,1950-01-24,3558,../data/1950/01-24/DDD_010886531/DDD:ddd:010886531:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010886531,Nieuwsblad van het Noorden,1950-01-24,Groningen,Nieuwenhuis,Groninger archieven 649-1316,63,20,nl
19,3559,DDD:ddd:010475536:mpeg21.didl.xml.gz.xml,1950-01-24,3559,../data/1950/01-24/DDD_010475536/DDD:ddd:010475536:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010475536,Het nieuwsblad voor Sumatra,1950-01-24,Medan,Deli Courant en De Sumatra post,KB C 937,3,468,nl
20,3560,DDD:ddd:011218843:mpeg21.didl.xml.gz.xml,1950-01-24,3560,../data/1950/01-24/DDD_011218843/DDD:ddd:011218843:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_011218843,De Surinamer : nieuws- en advertentieblad,1950-01-24,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6653,nl
21,3561,DDD:ddd:011155269:mpeg21.didl.xml.gz.xml,1950-01-24,3561,../data/1950/01-24/DDD_011155269/DDD:ddd:011155269:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_011155269,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-01-24,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101551,78,12198,nl
22,3562,DDD:ddd:011210624:mpeg21.didl.xml.gz.xml,1950-01-24,3562,../data/1950/01-24/DDD_011210624/DDD:ddd:011210624:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_011210624,De vrije pers : ochtendbulletin,1950-01-24,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,104,nl
23,3563,DDD:ddd:110584794:mpeg21.didl.xml.gz.xml,1950-01-24,3563,../data/1950/01-24/DDD_110584794/DDD:ddd:110584794:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_110584794,De Telegraaf,1950-01-24,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19430,nl
24,3564,DDD:ddd:010403162:mpeg21.didl.xml.gz.xml,1950-01-24,3564,../data/1950/01-24/DDD_010403162/DDD:ddd:010403162:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010403162,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-01-24,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67,7773,nl
25,3565,DDD:ddd:010950378:mpeg21.didl.xml.gz.xml,1950-01-24,3565,../data/1950/01-24/DDD_010950378/DDD:ddd:010950378:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010950378,Het vrĳe volk : democratisch-socialistisch dagblad,1950-01-24,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,5,1430,nl
26,3566,DDD:ddd:010862591:mpeg21.didl.xml.gz.xml,1950-01-24,3566,../data/1950/01-24/DDD_010862591/DDD:ddd:010862591:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010862591,De locomotief : Samarangsch handels- en advertentie-blad,1950-01-24,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,121,nl
27,3568,DDD:ddd:010865675:mpeg21.didl.xml.gz.xml,1950-01-24,3568,../data/1950/01-24/DDD_010865675/DDD:ddd:010865675:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_010865675,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-01-24,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,143,nl
28,3569,DDD:ddd:011199685:mpeg21.didl.xml.gz.xml,1950-01-24,3569,../data/1950/01-24/DDD_011199685/DDD:ddd:011199685:mpeg21.didl.xml.gz.xml,../data/1950/01-24/DDD_011199685,De Tĳd : godsdienstig-staatkundig dagblad,1950-01-24,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105,34337,nl
29,3570,DDD:ddd:010733807:mpeg21.didl.xml.gz.xml,1950-02-03,3570,../data/1950/02-03/DDD_010733807/DDD:ddd:010733807:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010733807,Nieuwsblad van Friesland : Hepkema's courant,1950-02-03,Heerenveen,J. Hepkema,Tresoar,76,15,nl
30,3571,DDD:ddd:010850929:mpeg21.didl.xml.gz.xml,1950-02-03,3571,../data/1950/02-03/DDD_010850929/DDD:ddd:010850929:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010850929,De waarheid,1950-02-03,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9,231,nl
31,3572,DDD:ddd:011199694:mpeg21.didl.xml.gz.xml,1950-02-03,3572,../data/1950/02-03/DDD_011199694/DDD:ddd:011199694:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_011199694,De Tĳd : godsdienstig-staatkundig dagblad,1950-02-03,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105,34346,nl
32,3573,DDD:ddd:010417399:mpeg21.didl.xml.gz.xml,1950-02-03,3573,../data/1950/02-03/DDD_010417399/DDD:ddd:010417399:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010417399,Limburgsch dagblad,1950-02-03,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,29,nl
33,3574,DDD:ddd:110637342:mpeg21.didl.xml.gz.xml,1950-02-03,3574,../data/1950/02-03/DDD_110637342/DDD:ddd:110637342:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_110637342,De West : nieuwsblad uit en voor Suriname,1950-02-03,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5041,nl
34,3575,DDD:ddd:010950387:mpeg21.didl.xml.gz.xml,1950-02-03,3575,../data/1950/02-03/DDD_010950387/DDD:ddd:010950387:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010950387,Het vrĳe volk : democratisch-socialistisch dagblad,1950-02-03,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,5,1439,nl
35,3576,DDD:ddd:010480448:mpeg21.didl.xml.gz.xml,1950-02-03,3576,../data/1950/02-03/DDD_010480448/DDD:ddd:010480448:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010480448,Het nieuws : algemeen dagblad,1950-02-03,Paramaribo,A.J. Morpurgo,KB C 197,7,1979,nl
36,3577,DDD:ddd:010886540:mpeg21.didl.xml.gz.xml,1950-02-03,3577,../data/1950/02-03/DDD_010886540/DDD:ddd:010886540:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010886540,Nieuwsblad van het Noorden,1950-02-03,Groningen,Nieuwenhuis,Groninger archieven 649-1316,63,29,nl
37,3578,DDD:ddd:110584803:mpeg21.didl.xml.gz.xml,1950-02-03,3578,../data/1950/02-03/DDD_110584803/DDD:ddd:110584803:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_110584803,De Telegraaf,1950-02-03,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19439,nl
38,3579,DDD:ddd:010865684:mpeg21.didl.xml.gz.xml,1950-02-03,3579,../data/1950/02-03/DDD_010865684/DDD:ddd:010865684:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010865684,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-02-03,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,152,nl
39,3580,DDD:ddd:011155278:mpeg21.didl.xml.gz.xml,1950-02-03,3580,../data/1950/02-03/DDD_011155278/DDD:ddd:011155278:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_011155278,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-02-03,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101551,78,12207,nl
40,3581,DDD:ddd:011210632:mpeg21.didl.xml.gz.xml,1950-02-03,3581,../data/1950/02-03/DDD_011210632/DDD:ddd:011210632:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_011210632,De vrije pers : ochtendbulletin,1950-02-03,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,113,nl
41,3582,DDD:ddd:010475545:mpeg21.didl.xml.gz.xml,1950-02-03,3582,../data/1950/02-03/DDD_010475545/DDD:ddd:010475545:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010475545,Het nieuwsblad voor Sumatra,1950-02-03,Medan,Deli Courant en De Sumatra post,KB C 937,3,477,nl
42,3584,DDD:ddd:010403171:mpeg21.didl.xml.gz.xml,1950-02-03,3584,../data/1950/02-03/DDD_010403171/DDD:ddd:010403171:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010403171,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-02-03,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67,7782,nl
43,3587,DDD:ddd:010862600:mpeg21.didl.xml.gz.xml,1950-02-03,3587,../data/1950/02-03/DDD_010862600/DDD:ddd:010862600:mpeg21.didl.xml.gz.xml,../data/1950/02-03/DDD_010862600,De locomotief : Samarangsch handels- en advertentie-blad,1950-02-03,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,130,nl
44,3588,DDD:ddd:011199695:mpeg21.didl.xml.gz.xml,1950-02-04,3588,../data/1950/02-04/DDD_011199695/DDD:ddd:011199695:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_011199695,De Tĳd : godsdienstig-staatkundig dagblad,1950-02-04,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105,34347,nl
45,3589,DDD:ddd:010950388:mpeg21.didl.xml.gz.xml,1950-02-04,3589,../data/1950/02-04/DDD_010950388/DDD:ddd:010950388:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010950388,Het vrĳe volk : democratisch-socialistisch dagblad,1950-02-04,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,5,1440,nl
46,3590,DDD:ddd:010886541:mpeg21.didl.xml.gz.xml,1950-02-04,3590,../data/1950/02-04/DDD_010886541/DDD:ddd:010886541:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010886541,Nieuwsblad van het Noorden,1950-02-04,Groningen,Nieuwenhuis,Groninger archieven 649-1316,63,30,nl
47,3591,DDD:ddd:010480449:mpeg21.didl.xml.gz.xml,1950-02-04,3591,../data/1950/02-04/DDD_010480449/DDD:ddd:010480449:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010480449,Het nieuws : algemeen dagblad,1950-02-04,Paramaribo,A.J. Morpurgo,KB C 197,7,1980,nl
48,3593,DDD:ddd:010475546:mpeg21.didl.xml.gz.xml,1950-02-04,3593,../data/1950/02-04/DDD_010475546/DDD:ddd:010475546:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010475546,Het nieuwsblad voor Sumatra,1950-02-04,Medan,Deli Courant en De Sumatra post,KB C 937,3,478,nl
49,3594,DDD:ddd:010403172:mpeg21.didl.xml.gz.xml,1950-02-04,3594,../data/1950/02-04/DDD_010403172/DDD:ddd:010403172:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010403172,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-02-04,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67,7783,nl
50,3595,DDD:ddd:110584804:mpeg21.didl.xml.gz.xml,1950-02-04,3595,../data/1950/02-04/DDD_110584804/DDD:ddd:110584804:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_110584804,De Telegraaf,1950-02-04,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19440,nl
51,3596,DDD:ddd:010417400:mpeg21.didl.xml.gz.xml,1950-02-04,3596,../data/1950/02-04/DDD_010417400/DDD:ddd:010417400:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010417400,Limburgsch dagblad,1950-02-04,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,30,nl
52,3597,DDD:ddd:010865685:mpeg21.didl.xml.gz.xml,1950-02-04,3597,../data/1950/02-04/DDD_010865685/DDD:ddd:010865685:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010865685,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-02-04,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,153,nl
53,3598,DDD:ddd:011155279:mpeg21.didl.xml.gz.xml,1950-02-04,3598,../data/1950/02-04/DDD_011155279/DDD:ddd:011155279:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_011155279,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-02-04,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101551,78,12208,nl
54,3599,DDD:ddd:011210633:mpeg21.didl.xml.gz.xml,1950-02-04,3599,../data/1950/02-04/DDD_011210633/DDD:ddd:011210633:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_011210633,De vrije pers : ochtendbulletin,1950-02-04,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,114,nl
55,3600,DDD:ddd:010553959:mpeg21.didl.xml.gz.xml,1950-02-04,3600,../data/1950/02-04/DDD_010553959/DDD:ddd:010553959:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010553959,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-02-04,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,191,nl
56,3601,DDD:ddd:010862601:mpeg21.didl.xml.gz.xml,1950-02-04,3601,../data/1950/02-04/DDD_010862601/DDD:ddd:010862601:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010862601,De locomotief : Samarangsch handels- en advertentie-blad,1950-02-04,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,131,nl
57,3602,DDD:ddd:010850930:mpeg21.didl.xml.gz.xml,1950-02-04,3602,../data/1950/02-04/DDD_010850930/DDD:ddd:010850930:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_010850930,De waarheid,1950-02-04,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9,232,nl
58,3604,DDD:ddd:011218848:mpeg21.didl.xml.gz.xml,1950-02-04,3604,../data/1950/02-04/DDD_011218848/DDD:ddd:011218848:mpeg21.didl.xml.gz.xml,../data/1950/02-04/DDD_011218848,De Surinamer : nieuws- en advertentieblad,1950-02-04,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6658,nl
59,3605,DDD:ddd:011155362:mpeg21.didl.xml.gz.xml,1950-05-13,3605,../data/1950/05-13/DDD_011155362/DDD:ddd:011155362:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_011155362,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-05-13,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12291,nl
60,3606,DDD:ddd:110584886:mpeg21.didl.xml.gz.xml,1950-05-13,3606,../data/1950/05-13/DDD_110584886/DDD:ddd:110584886:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_110584886,De Telegraaf,1950-05-13,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19522,nl
61,3607,DDD:ddd:010862550:mpeg21.didl.xml.gz.xml,1950-05-13,3607,../data/1950/05-13/DDD_010862550/DDD:ddd:010862550:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010862550,De locomotief : Samarangsch handels- en advertentie-blad,1950-05-13,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,210,nl
62,3608,DDD:ddd:011210711:mpeg21.didl.xml.gz.xml,1950-05-13,3608,../data/1950/05-13/DDD_011210711/DDD:ddd:011210711:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_011210711,De vrije pers : ochtendbulletin,1950-05-13,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,195,nl
63,3609,DDD:ddd:011199778:mpeg21.didl.xml.gz.xml,1950-05-13,3609,../data/1950/05-13/DDD_011199778/DDD:ddd:011199778:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_011199778,De Tĳd : godsdienstig-staatkundig dagblad,1950-05-13,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105,34428,nl
64,3610,DDD:ddd:011218890:mpeg21.didl.xml.gz.xml,1950-05-13,3610,../data/1950/05-13/DDD_011218890/DDD:ddd:011218890:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_011218890,De Surinamer : nieuws- en advertentieblad,1950-05-13,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6700,nl
65,3611,DDD:ddd:010554001:mpeg21.didl.xml.gz.xml,1950-05-13,3611,../data/1950/05-13/DDD_010554001/DDD:ddd:010554001:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010554001,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-05-13,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,233,nl
66,3612,DDD:ddd:010950294:mpeg21.didl.xml.gz.xml,1950-05-13,3612,../data/1950/05-13/DDD_010950294/DDD:ddd:010950294:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010950294,Het vrĳe volk : democratisch-socialistisch dagblad,1950-05-13,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,5,1521,nl
67,3613,DDD:ddd:010480530:mpeg21.didl.xml.gz.xml,1950-05-13,3613,../data/1950/05-13/DDD_010480530/DDD:ddd:010480530:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010480530,Het nieuws : algemeen dagblad,1950-05-13,Paramaribo,A.J. Morpurgo,KB C 197,7,2061,nl
68,3615,DDD:ddd:110637400:mpeg21.didl.xml.gz.xml,1950-05-13,3615,../data/1950/05-13/DDD_110637400/DDD:ddd:110637400:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_110637400,De West : nieuwsblad uit en voor Suriname,1950-05-13,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5100,nl
69,3617,DDD:ddd:010852547:mpeg21.didl.xml.gz.xml,1950-05-13,3617,../data/1950/05-13/DDD_010852547/DDD:ddd:010852547:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010852547,De waarheid,1950-05-13,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9,313,nl
70,3618,DDD:ddd:010865764:mpeg21.didl.xml.gz.xml,1950-05-13,3618,../data/1950/05-13/DDD_010865764/DDD:ddd:010865764:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010865764,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-05-13,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,232,nl
71,3619,DDD:ddd:010417582:mpeg21.didl.xml.gz.xml,1950-05-13,3619,../data/1950/05-13/DDD_010417582/DDD:ddd:010417582:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010417582,Limburgsch dagblad,1950-05-13,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,113,nl
72,3620,DDD:ddd:010403253:mpeg21.didl.xml.gz.xml,1950-05-13,3620,../data/1950/05-13/DDD_010403253/DDD:ddd:010403253:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010403253,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-05-13,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67,7864,nl
73,3621,DDD:ddd:010475627:mpeg21.didl.xml.gz.xml,1950-05-13,3621,../data/1950/05-13/DDD_010475627/DDD:ddd:010475627:mpeg21.didl.xml.gz.xml,../data/1950/05-13/DDD_010475627,Het nieuwsblad voor Sumatra,1950-05-13,Medan,Deli Courant en De Sumatra post,KB C 937,3,559,nl
74,3622,DDD:ddd:010850918:mpeg21.didl.xml.gz.xml,1950-01-23,3622,../data/1950/01-23/DDD_010850918/DDD:ddd:010850918:mpeg21.didl.xml.gz.xml,../data/1950/01-23/DDD_010850918,De waarheid,1950-01-23,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9,221,nl
75,3624,DDD:ddd:010403161:mpeg21.didl.xml.gz.xml,1950-01-23,3624,../data/1950/01-23/DDD_010403161/DDD:ddd:010403161:mpeg21.didl.xml.gz.xml,../data/1950/01-23/DDD_010403161,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-01-23,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67,7772,nl
