,level_0,metadata_title,date,index,filepath,dir,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language
10,1191,DDD:ddd:010987759:mpeg21.didl.xml.gz.xml,1950-11-20,1191,../data/1950/11-20/DDD_010987759/DDD:ddd:010987759:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010987759,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-11-20,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,8020,nl
11,1192,DDD:ddd:010417715:mpeg21.didl.xml.gz.xml,1950-11-20,1192,../data/1950/11-20/DDD_010417715/DDD:ddd:010417715:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010417715,Limburgsch dagblad,1950-11-20,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,272,nl
12,1193,DDD:ddd:010733932:mpeg21.didl.xml.gz.xml,1950-11-20,1193,../data/1950/11-20/DDD_010733932/DDD:ddd:010733932:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010733932,Nieuwsblad van Friesland : Hepkema's courant,1950-11-20,Heerenveen,J. Hepkema,Tresoar,76,139,nl
13,1194,DDD:ddd:010950597:mpeg21.didl.xml.gz.xml,1950-11-20,1194,../data/1950/11-20/DDD_010950597/DDD:ddd:010950597:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010950597,Het vrĳe volk : democratisch-socialistisch dagblad,1950-11-20,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1682,nl
14,1195,DDD:ddd:011202175:mpeg21.didl.xml.gz.xml,1950-11-20,1195,../data/1950/11-20/DDD_011202175/DDD:ddd:011202175:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_011202175,De Tĳd : godsdienstig-staatkundig dagblad,1950-11-20,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34586,nl
15,1196,DDD:ddd:010476439:mpeg21.didl.xml.gz.xml,1950-11-20,1196,../data/1950/11-20/DDD_010476439/DDD:ddd:010476439:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010476439,Het nieuwsblad voor Sumatra,1950-11-20,Medan,Deli Courant en De Sumatra post,KB C 937,3,690,nl
16,1197,DDD:ddd:110585204:mpeg21.didl.xml.gz.xml,1950-11-20,1197,../data/1950/11-20/DDD_110585204/DDD:ddd:110585204:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_110585204,De Telegraaf,1950-11-20,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19683,nl
17,1199,DDD:ddd:010891661:mpeg21.didl.xml.gz.xml,1950-11-20,1199,../data/1950/11-20/DDD_010891661/DDD:ddd:010891661:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010891661,Nieuwsblad van het Noorden,1950-11-20,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63,272,nl
18,1200,DDD:ddd:110637550:mpeg21.didl.xml.gz.xml,1950-11-20,1200,../data/1950/11-20/DDD_110637550/DDD:ddd:110637550:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_110637550,De West : nieuwsblad uit en voor Suriname,1950-11-20,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5261,nl
19,1201,DDD:ddd:010862787:mpeg21.didl.xml.gz.xml,1950-11-20,1201,../data/1950/11-20/DDD_010862787/DDD:ddd:010862787:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010862787,De locomotief : Samarangsch handels- en advertentie-blad,1950-11-20,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,99,65,nl
20,1202,DDD:ddd:011155524:mpeg21.didl.xml.gz.xml,1950-11-20,1202,../data/1950/11-20/DDD_011155524/DDD:ddd:011155524:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_011155524,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-11-20,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101553,79,12452,nl
21,1203,DDD:ddd:010537493:mpeg21.didl.xml.gz.xml,1950-11-20,1203,../data/1950/11-20/DDD_010537493/DDD:ddd:010537493:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010537493,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-11-20,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,273,nl
22,1204,DDD:ddd:010480691:mpeg21.didl.xml.gz.xml,1950-11-20,1204,../data/1950/11-20/DDD_010480691/DDD:ddd:010480691:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010480691,Het nieuws : algemeen dagblad,1950-11-20,Paramaribo,A.J. Morpurgo,KB C 197,7,2222,nl
23,1205,DDD:ddd:010852403:mpeg21.didl.xml.gz.xml,1950-11-20,1205,../data/1950/11-20/DDD_010852403/DDD:ddd:010852403:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010852403,De waarheid,1950-11-20,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,473,nl
24,1206,DDD:ddd:010865478:mpeg21.didl.xml.gz.xml,1950-11-20,1206,../data/1950/11-20/DDD_010865478/DDD:ddd:010865478:mpeg21.didl.xml.gz.xml,../data/1950/11-20/DDD_010865478,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-11-20,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,99,65,nl
25,1207,DDD:ddd:010480706:mpeg21.didl.xml.gz.xml,1950-12-07,1207,../data/1950/12-07/DDD_010480706/DDD:ddd:010480706:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010480706,Het nieuws : algemeen dagblad,1950-12-07,Paramaribo,A.J. Morpurgo,KB C 197,7,2237,nl
26,1209,DDD:ddd:110585219:mpeg21.didl.xml.gz.xml,1950-12-07,1209,../data/1950/12-07/DDD_110585219/DDD:ddd:110585219:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_110585219,De Telegraaf,1950-12-07,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19698,nl
27,1210,DDD:ddd:010865493:mpeg21.didl.xml.gz.xml,1950-12-07,1210,../data/1950/12-07/DDD_010865493/DDD:ddd:010865493:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010865493,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-12-07,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,99,80,nl
28,1211,DDD:ddd:010987774:mpeg21.didl.xml.gz.xml,1950-12-07,1211,../data/1950/12-07/DDD_010987774/DDD:ddd:010987774:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010987774,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-12-07,[Willemstad,NV Paulus Drukkerĳ,Koninklijke Bibliotheek C 251,67,8034,nl
29,1212,DDD:ddd:011218978:mpeg21.didl.xml.gz.xml,1950-12-07,1212,../data/1950/12-07/DDD_011218978/DDD:ddd:011218978:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_011218978,De Surinamer : nieuws- en advertentieblad,1950-12-07,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6788,nl
30,1213,DDD:ddd:010417730:mpeg21.didl.xml.gz.xml,1950-12-07,1213,../data/1950/12-07/DDD_010417730/DDD:ddd:010417730:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010417730,Limburgsch dagblad,1950-12-07,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,287,nl
31,1214,DDD:ddd:110637565:mpeg21.didl.xml.gz.xml,1950-12-07,1214,../data/1950/12-07/DDD_110637565/DDD:ddd:110637565:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_110637565,De West : nieuwsblad uit en voor Suriname,1950-12-07,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5276,nl
32,1215,DDD:ddd:011185198:mpeg21.didl.xml.gz.xml,1950-12-07,1215,../data/1950/12-07/DDD_011185198/DDD:ddd:011185198:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_011185198,De Volksvriend,1950-12-07,"Orange City, Iowa",Henry Hospers,Roosevelt Study Center,77,9,nl
33,1216,DDD:ddd:011210877:mpeg21.didl.xml.gz.xml,1950-12-07,1216,../data/1950/12-07/DDD_011210877/DDD:ddd:011210877:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_011210877,De vrije pers : ochtendbulletin,1950-12-07,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,3,64,nl
34,1217,DDD:ddd:010950612:mpeg21.didl.xml.gz.xml,1950-12-07,1217,../data/1950/12-07/DDD_010950612/DDD:ddd:010950612:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010950612,Het vrĳe volk : democratisch-socialistisch dagblad,1950-12-07,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,6,1697,nl
35,1218,DDD:ddd:010476454:mpeg21.didl.xml.gz.xml,1950-12-07,1218,../data/1950/12-07/DDD_010476454/DDD:ddd:010476454:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010476454,Het nieuwsblad voor Sumatra,1950-12-07,Medan,Deli Courant en De Sumatra post,KB C 937,3,705,nl
36,1219,DDD:ddd:010862802:mpeg21.didl.xml.gz.xml,1950-12-07,1219,../data/1950/12-07/DDD_010862802/DDD:ddd:010862802:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010862802,De locomotief : Samarangsch handels- en advertentie-blad,1950-12-07,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,99,80,nl
37,1220,DDD:ddd:010852418:mpeg21.didl.xml.gz.xml,1950-12-07,1220,../data/1950/12-07/DDD_010852418/DDD:ddd:010852418:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010852418,De waarheid,1950-12-07,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,10,488,nl
38,1221,DDD:ddd:011202190:mpeg21.didl.xml.gz.xml,1950-12-07,1221,../data/1950/12-07/DDD_011202190/DDD:ddd:011202190:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_011202190,De Tĳd : godsdienstig-staatkundig dagblad,1950-12-07,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,106,34601,nl
39,1223,DDD:ddd:010554090:mpeg21.didl.xml.gz.xml,1950-12-07,1223,../data/1950/12-07/DDD_010554090/DDD:ddd:010554090:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010554090,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-12-07,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,7,322,nl
40,1224,DDD:ddd:010891676:mpeg21.didl.xml.gz.xml,1950-12-07,1224,../data/1950/12-07/DDD_010891676/DDD:ddd:010891676:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010891676,Nieuwsblad van het Noorden,1950-12-07,Groningen,Nieuwenhuis,Groninger archieven 649-1319,63,287,nl
41,1225,DDD:ddd:010537508:mpeg21.didl.xml.gz.xml,1950-12-07,1225,../data/1950/12-07/DDD_010537508/DDD:ddd:010537508:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_010537508,De Heerenveensche koerier : onafhankelĳk dagblad voor Midden-Zuid-Oost-Friesland en Noord-Overĳssel,1950-12-07,Leeuwarden [etc.],Stichting Je Maintiendrai Friesland,KB C 199,6,298,nl
42,1226,DDD:ddd:011155539:mpeg21.didl.xml.gz.xml,1950-12-07,1226,../data/1950/12-07/DDD_011155539/DDD:ddd:011155539:mpeg21.didl.xml.gz.xml,../data/1950/12-07/DDD_011155539,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-12-07,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101553,79,12467,nl
43,1227,DDD:ddd:010950372:mpeg21.didl.xml.gz.xml,1950-01-17,1227,../data/1950/01-17/DDD_010950372/DDD:ddd:010950372:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010950372,Het vrĳe volk : democratisch-socialistisch dagblad,1950-01-17,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,5,1424,nl
44,1228,DDD:ddd:010886525:mpeg21.didl.xml.gz.xml,1950-01-17,1228,../data/1950/01-17/DDD_010886525/DDD:ddd:010886525:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010886525,Nieuwsblad van het Noorden,1950-01-17,Groningen,Nieuwenhuis,Groninger archieven 649-1316,63,14,nl
45,1229,DDD:ddd:010403156:mpeg21.didl.xml.gz.xml,1950-01-17,1229,../data/1950/01-17/DDD_010403156/DDD:ddd:010403156:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010403156,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-01-17,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67,7767,nl
46,1230,DDD:ddd:010475530:mpeg21.didl.xml.gz.xml,1950-01-17,1230,../data/1950/01-17/DDD_010475530/DDD:ddd:010475530:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010475530,Het nieuwsblad voor Sumatra,1950-01-17,Medan,Deli Courant en De Sumatra post,KB C 937,3,462,nl
47,1231,DDD:ddd:010417384:mpeg21.didl.xml.gz.xml,1950-01-17,1231,../data/1950/01-17/DDD_010417384/DDD:ddd:010417384:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010417384,Limburgsch dagblad,1950-01-17,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,14,nl
48,1233,DDD:ddd:010850914:mpeg21.didl.xml.gz.xml,1950-01-17,1233,../data/1950/01-17/DDD_010850914/DDD:ddd:010850914:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010850914,De waarheid,1950-01-17,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9,216,nl
49,1234,DDD:ddd:010865669:mpeg21.didl.xml.gz.xml,1950-01-17,1234,../data/1950/01-17/DDD_010865669/DDD:ddd:010865669:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010865669,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-01-17,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,137,nl
50,1235,DDD:ddd:010553951:mpeg21.didl.xml.gz.xml,1950-01-17,1235,../data/1950/01-17/DDD_010553951/DDD:ddd:010553951:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010553951,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-01-17,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,183,nl
51,1236,DDD:ddd:010862585:mpeg21.didl.xml.gz.xml,1950-01-17,1236,../data/1950/01-17/DDD_010862585/DDD:ddd:010862585:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010862585,De locomotief : Samarangsch handels- en advertentie-blad,1950-01-17,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,115,nl
52,1237,DDD:ddd:010480433:mpeg21.didl.xml.gz.xml,1950-01-17,1237,../data/1950/01-17/DDD_010480433/DDD:ddd:010480433:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_010480433,Het nieuws : algemeen dagblad,1950-01-17,Paramaribo,A.J. Morpurgo,KB C 197,7,1964,nl
53,1239,DDD:ddd:011218840:mpeg21.didl.xml.gz.xml,1950-01-17,1239,../data/1950/01-17/DDD_011218840/DDD:ddd:011218840:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_011218840,De Surinamer : nieuws- en advertentieblad,1950-01-17,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6650,nl
54,1240,DDD:ddd:011199679:mpeg21.didl.xml.gz.xml,1950-01-17,1240,../data/1950/01-17/DDD_011199679/DDD:ddd:011199679:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_011199679,De Tĳd : godsdienstig-staatkundig dagblad,1950-01-17,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105,34331,nl
55,1241,DDD:ddd:110584788:mpeg21.didl.xml.gz.xml,1950-01-17,1241,../data/1950/01-17/DDD_110584788/DDD:ddd:110584788:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_110584788,De Telegraaf,1950-01-17,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19424,nl
56,1242,DDD:ddd:011210618:mpeg21.didl.xml.gz.xml,1950-01-17,1242,../data/1950/01-17/DDD_011210618/DDD:ddd:011210618:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_011210618,De vrije pers : ochtendbulletin,1950-01-17,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,98,nl
57,1243,DDD:ddd:011155263:mpeg21.didl.xml.gz.xml,1950-01-17,1243,../data/1950/01-17/DDD_011155263/DDD:ddd:011155263:mpeg21.didl.xml.gz.xml,../data/1950/01-17/DDD_011155263,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-01-17,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101551,78,12192,nl
58,1244,DDD:ddd:010475638:mpeg21.didl.xml.gz.xml,1950-05-27,1244,../data/1950/05-27/DDD_010475638/DDD:ddd:010475638:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010475638,Het nieuwsblad voor Sumatra,1950-05-27,Medan,Deli Courant en De Sumatra post,KB C 937,3,570,nl
59,1245,DDD:ddd:011218895:mpeg21.didl.xml.gz.xml,1950-05-27,1245,../data/1950/05-27/DDD_011218895/DDD:ddd:011218895:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_011218895,De Surinamer : nieuws- en advertentieblad,1950-05-27,[Paramaribo],Timmerman,Koninklijke Bibliotheek 1608 C 7,57,6705,nl
60,1246,DDD:ddd:010852558:mpeg21.didl.xml.gz.xml,1950-05-27,1246,../data/1950/05-27/DDD_010852558/DDD:ddd:010852558:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010852558,De waarheid,1950-05-27,Amsterdam,s.n.,Internationaal Instituut voor Sociale Geschiedenis ZF 40364,9,323,nl
61,1247,DDD:ddd:010865775:mpeg21.didl.xml.gz.xml,1950-05-27,1247,../data/1950/05-27/DDD_010865775/DDD:ddd:010865775:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010865775,"Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie",1950-05-27,Batavia,Bruining,Koninklijk Instituut voor de Tropen (KIT) L 5000,98,243,nl
62,1248,DDD:ddd:010862561:mpeg21.didl.xml.gz.xml,1950-05-27,1248,../data/1950/05-27/DDD_010862561/DDD:ddd:010862561:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010862561,De locomotief : Samarangsch handels- en advertentie-blad,1950-05-27,Semarang,"De Groot, Kolff & Co",Koninklijk Instituut voor de Tropen (KIT) L5016,98,221,nl
63,1249,DDD:ddd:010417593:mpeg21.didl.xml.gz.xml,1950-05-27,1249,../data/1950/05-27/DDD_010417593/DDD:ddd:010417593:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010417593,Limburgsch dagblad,1950-05-27,Heerlen,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Sociaal Historisch centrum voor Limburg T 501,33,124,nl
64,1250,DDD:ddd:010950305:mpeg21.didl.xml.gz.xml,1950-05-27,1250,../data/1950/05-27/DDD_010950305/DDD:ddd:010950305:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010950305,Het vrĳe volk : democratisch-socialistisch dagblad,1950-05-27,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,5,1532,nl
65,1252,DDD:ddd:010554007:mpeg21.didl.xml.gz.xml,1950-05-27,1252,../data/1950/05-27/DDD_010554007/DDD:ddd:010554007:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010554007,Gereformeerd gezinsblad / hoofdred. P. Jongeling,1950-05-27,Rotterdam,Stichting De Vrĳe Kerk,Nederlands Dagblad,6,239,nl
66,1254,DDD:ddd:110637406:mpeg21.didl.xml.gz.xml,1950-05-27,1254,../data/1950/05-27/DDD_110637406/DDD:ddd:110637406:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_110637406,De West : nieuwsblad uit en voor Suriname,1950-05-27,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41,5111,nl
67,1255,DDD:ddd:011199789:mpeg21.didl.xml.gz.xml,1950-05-27,1255,../data/1950/05-27/DDD_011199789/DDD:ddd:011199789:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_011199789,De Tĳd : godsdienstig-staatkundig dagblad,1950-05-27,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105,34439,nl
68,1256,DDD:ddd:011210722:mpeg21.didl.xml.gz.xml,1950-05-27,1256,../data/1950/05-27/DDD_011210722/DDD:ddd:011210722:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_011210722,De vrije pers : ochtendbulletin,1950-05-27,[Soerabaia],De Vrije Pers,Koninklijke Bibliotheek NBM C 1136,2,206,nl
69,1257,DDD:ddd:110584897:mpeg21.didl.xml.gz.xml,1950-05-27,1257,../data/1950/05-27/DDD_110584897/DDD:ddd:110584897:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_110584897,De Telegraaf,1950-05-27,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19533,nl
70,1258,DDD:ddd:011155373:mpeg21.didl.xml.gz.xml,1950-05-27,1258,../data/1950/05-27/DDD_011155373/DDD:ddd:011155373:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_011155373,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-05-27,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101552,79,12302,nl
71,1259,DDD:ddd:010480541:mpeg21.didl.xml.gz.xml,1950-05-27,1259,../data/1950/05-27/DDD_010480541/DDD:ddd:010480541:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010480541,Het nieuws : algemeen dagblad,1950-05-27,Paramaribo,A.J. Morpurgo,KB C 197,7,2072,nl
72,1260,DDD:ddd:010403264:mpeg21.didl.xml.gz.xml,1950-05-27,1260,../data/1950/05-27/DDD_010403264/DDD:ddd:010403264:mpeg21.didl.xml.gz.xml,../data/1950/05-27/DDD_010403264,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-05-27,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67,7875,nl
73,1261,DDD:ddd:110584798:mpeg21.didl.xml.gz.xml,1950-01-28,1261,../data/1950/01-28/DDD_110584798/DDD:ddd:110584798:mpeg21.didl.xml.gz.xml,../data/1950/01-28/DDD_110584798,De Telegraaf,1950-01-28,Amsterdam,Dagblad De Telegraaf,KB C 98,53,19434,nl
74,1262,DDD:ddd:011155273:mpeg21.didl.xml.gz.xml,1950-01-28,1262,../data/1950/01-28/DDD_011155273/DDD:ddd:011155273:mpeg21.didl.xml.gz.xml,../data/1950/01-28/DDD_011155273,De Gooi- en Eemlander : nieuws- en advertentieblad,1950-01-28,Hilversum,Joh. Geradtsen comp.,Koninklijke Bibliotheek MM03C-101551,78,12202,nl
