Unnamed: 0_x,type,text,article_name,date,index_article,article_filepath,dir,Unnamed: 0_y,metadata_title,index_metadata,metadata_filepath,newspaper_title,newspaper_date,newspaper_city,newspaper_publisher,newspaper_source,newspaper_volume,newspaper_issuenumber,newspaper_language,count
15342,p,"Er gaan te Parijs nog steeds geruchten over aanzienlijke tegenstellingen over het plan-Schuman tussen Engeland en Frankrijk. In Franse parlementskringen heeft men de indruk dat de Britse regering bezwaar heeft tegen een der grondbeginselen van Schuman's plan; t.w. dat de regeringen, wat betreft het gemeenschappelijke beheer van de Europese steenkool- en staalbedrijven, een gedeelte hunner nationale souvereiniteit afstaan aan de gezamenlijk te vormen hoge autoriteit, die hierin met het hoogste gezag zal worden bekleed. Engeland zou nog een tweede bezwaar tegen Schuman's plan hebben te berde gebracht. Het is bevreesd dat tenuitvoerlegging ervan nadelig zal zijn voor de politiek van volledige werkgelegenheid in Groot-Brittannië, het opvoeren van de Britse uitvoer en het verhogen van de Britse levensstandaard. De Franse regering moet hierop hebben geantwoord dat met het plan-Schuman dezelfde doeleinden worden nagestreefd. De taak van de in te stellen hoge autoriteit is, volledige werkgelegenheid te doen samengaan met een zo doelmatig mogelijke productie.",DDD_010537386_0006_articletext.xml,1950-06-01,105653,../data/1950/06-01/DDD_010537386/DDD_010537386_0006_articletext.xml,../data/1950/06-01/DDD_010537386,,,,,,,,,,,,,1
16066,p,"Maar het land is buitengewoon viuchtbaar en het k'imaat is zo gunstig dat er van verscheidene gewassen drie oogs'on per jaar kunnen worden binnengehaald. | 68% van de bevolking leeft van de landbouw ; hitlani heeft geen steenkool en geen zware in lustrie, maar er is veel lichte industrie ter verwerking van de producten die het land oplevert: kintoen, suiker, olip, tabak, eir. enz. Minstens 80% der bevolking kan lezen xo:h schrijven .... Groot-Biittannië heeft een groot belang bij Egypte, want h't Suez-kanaal, een der slagaders van het Britse G;menebest, loopt door Egyptisch geb'ed en de Saedan, eenbelingrp katoenge bied, is een Engels-E.Jyptisch dominium, D; stemming in Eaypte is scherp anti E ïgels en Dij het uitbreken van de tweedt wereldoorlog knoopte Efypte dsdtlijk betrekkingen aan met Duitland. In 1942 hebben de E 'gelaen koning Farcek met geweld moeten dwingen de Wafdltider Na bas Pasja aan het bewind t' roepen, de*e za3 i"", dat Eïyp ie de zijde der geallieerden moest kiezen. Maar na de oorlog heeft koning Faroek de Saadisten aan het bewind geroepen die, omdat de Wafdpartij zich af'.Qdig hield, in de gelegenheid waren 124 van de 264 ictels te veroveren. Thans echter heeft de Wafelpartij zich met al haar invloed in de verkiezingsstrijd geworpen, haar actie richt zich ook tegen koning Faroek, die fiasco leed met zijn Palestina politiek en die t-orenuten urn ztjn ontbonden huwelijk in brede kring impopulair geworden Is.",DDD_110637334_0021_articletext.xml,1950-01-16,105968,../data/1950/01-16/DDD_110637334/DDD_110637334_0021_articletext.xml,../data/1950/01-16/DDD_110637334,824.0,DDD:ddd:110637334:mpeg21.didl.xml.gz.xml,978.0,../data/1950/01-16/DDD_110637334/DDD:ddd:110637334:mpeg21.didl.xml.gz.xml,De West : nieuwsblad uit en voor Suriname,1950-01-16,Paramaribo,W. Kraan,Koninklijke Bibliotheek,41.0,5033.0,nl,1
20121,p,"Door vertff*nwoordiï*r« van de Verenigde Staten en de regering van Zuid Korea is een accoord ondertekend, volgens hetwelk de grootste vlieghaven van Korea onder beheer van de belde landen gezamenlijk komt, zo meldt het Koreaanse nieuwsbureau. Twintig vooraanstaande vakbondsleiders van de V.S., Engeland, Frankrijk, West- Duitsland en de Benelux-lancfen zijn Zondag in besloten zitting te Aken bijeen gekomen om het internationale Ruhr-Orgdan en het Ruhr-statuut te bespreken. In een resolutie besloot de conferentie deelneming van de vakverbonden aan de controle op steenkool, ijzer en staal in het Ruhrgebied te eisen. Anti-Italiaanse elementen in de voormalige Italiaanse kolonie Eritrea hebben Zaterdagavond met handgranaten een aanslag gepleegd op Italiaanse huizen in Decamere. Een Italiaanse vrouw werd gedood en zes Italianen en een Inboorling werden gewond. In Bolivia ia de staat van beleg afgekondigd nadat de politie een samenzwering tegen de regering had ontdekt van de nationalistische revolutoinnaire beweging, ten fascistische organisatie. De bisschoppen van de Calvinistische rn Evangelische Kerk in Hongarije hebben de eed van trouw afgelegd aan de communistische regering. De bisschoppen achtten de eed niet in strijd met de christelijke beginselen. Tot nu toe hebben de katholieke bisschoppen geweigerd de eed af te leggen. De reders van de Ile de France, het 45.000 ton metende Franse oceaanschip — op drie na het grootste ter wereld — hebben besloten het schip op te leggen, omdat zij menen niet te kunnen volcfocn aan de looneisen van de bemanning. Het besluit werd genomen vlak voordat het schip met 1000 passagiersi zou uitvaren naar Amerika. De passagiers moesten naar Parijs terugkeren. In Parijs is Zaterdag éen aanval gedaan op de huizen van 8 communistische leiders en de communistische coöperatie gedeeltelijk verbrand. Ongeveer 50 personen hebben het huis van de communistische leider Soubbaya in brand gestoken. Over twee tot vier jaren zullen de oorlogsschepen met atoomenergie worden voortbewogen en over een twintigtal jaren zal zulks ook het geval zijn voor koopvaardijschepen. zo verklaarde professor John Ray Dunning van de Columbia-Universitcit in New York in een lezing over de atoomenergie.",DDD_011199678_0044_articletext.xml,1950-01-16,107440,../data/1950/01-16/DDD_011199678/DDD_011199678_0044_articletext.xml,../data/1950/01-16/DDD_011199678,837.0,DDD:ddd:011199678:mpeg21.didl.xml.gz.xml,992.0,../data/1950/01-16/DDD_011199678/DDD:ddd:011199678:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-01-16,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105.0,34330.0,nl,1
21138,p,"% 'Hét';.' Partijbestuur 7 'van 7'dé Partijman dè Arbeid heeft zich ernstig.; rekenschap «; gegeven van het voorstel van ?de Franse ■minister:.-van Buitenlandse Zaken; dat beoogt de instelling een bovennationaal beheerslichaam yoor .de staal- en Steenkoolindustrie ;ïri ; Europa.' Het heeft dit voorstel mede b|zienVtegen:,de achtergrond van rde huidige internationale situatie. 7",DDD_010950298_0132_articletext.xml,1950-05-19,107810,../data/1950/05-19/DDD_010950298/DDD_010950298_0132_articletext.xml,../data/1950/05-19/DDD_010950298,840.0,DDD:ddd:010950298:mpeg21.didl.xml.gz.xml,996.0,../data/1950/05-19/DDD_010950298/DDD:ddd:010950298:mpeg21.didl.xml.gz.xml,Het vrĳe volk : democratisch-socialistisch dagblad,1950-05-19,Rotterdam,De Arbeiderspers,Gemeentearchief Rotterdam,5.0,1525.0,nl,0
21773,p,"In welingelichte kringen in „Washington zegt men, dat men een grootscheeps gebaar van de Sovjet-Unie verwacht als tcgenpropaganda tegen het besluit van de Grote Drie, om de regering in Bonn een ruimer armslag toe te kennen en het Franse voorstel om de Duitse steenkool- en staalindustrie in een pool tr> veranderen. Mpt> meent, dat Rusland onder meer zal trachten te streven naar een afzonderlijk vredesverdrag met Oost- Duitsland en een complete —de snood symbolische — evacuatie van de Russische troepen uit Oost-Duitsland. Misschien zullen de Russen dit combineren met de veelbesproken Pinksterdemonstratie, aldus meenden deze kringen.",DDD_010475631_0007_articletext.xml,1950-05-19,108025,../data/1950/05-19/DDD_010475631/DDD_010475631_0007_articletext.xml,../data/1950/05-19/DDD_010475631,841.0,DDD:ddd:010475631:mpeg21.didl.xml.gz.xml,997.0,../data/1950/05-19/DDD_010475631/DDD:ddd:010475631:mpeg21.didl.xml.gz.xml,Het nieuwsblad voor Sumatra,1950-05-19,Medan,Deli Courant en De Sumatra post,KB C 937,3.0,563.0,nl,1
22459,p,"I President Truman heeft het plan van de Franse minister van Buitenlandse Zaken Robert Schuman voor een samensmelting van d«t Franse en Duitse zware industrie ..een daad van opbouwend staatsmanschap"" genoemd. Truman las in strijd met zijn gewoonte een van te voren opgestelde verklaring voor van de volgende inhoud: ..Schumans voorstel voor samensmelting van de Franse en Duitse staal- en steenkoolindustrieën is een daad van opbouwend staatsmanschap. Wij juichen dit toe. Dit bewijs van Frans leiderschap in de oplossing van de vraagstukken van Europa ligt in de lijn van de grote Franse traditie. De hartelijke ontvangst van dit voorstel in Duitsland is eveneens bemoedigend.""",DDD_011199782_0049_articletext.xml,1950-05-19,108303,../data/1950/05-19/DDD_011199782/DDD_011199782_0049_articletext.xml,../data/1950/05-19/DDD_011199782,843.0,DDD:ddd:011199782:mpeg21.didl.xml.gz.xml,1000.0,../data/1950/05-19/DDD_011199782/DDD:ddd:011199782:mpeg21.didl.xml.gz.xml,De Tĳd : godsdienstig-staatkundig dagblad,1950-05-19,'s-Hertogenbosch,Gebr. Verhoeven,Koninklijke Bibliotheek C 236,105.0,34432.0,nl,1
23542,p,". **ashington. — Truman heeft op zijn wekelijkse persconferentie s*-rÜd met zijn gewoonte een van tevoren opgestelde verklaring orgelezen van de volgende inhoud: Schumans voorstel voor sa- ensmelting van de Franse en Duitse staal- en steenkoolindur'eën is een daad van opbouwend staatsmanschap. Wij juichen toe. Dit bewijs van het Franse leiderschap in de oplossing van e vraagstukken van Europa ligt in de lijn van de grote Franse a""itic. De hartelijke ontvangst van dit voorstel in Duitsland is cneens bemoedigend. Het voorstel legt een basis voor de vestilr,S van een geheel nieuwe verhouding tussen Frankrijk en u,tsland en opent voor Europa nieuwe perspectieven.",DDD_010403257_0004_articletext.xml,1950-05-19,108786,../data/1950/05-19/DDD_010403257/DDD_010403257_0004_articletext.xml,../data/1950/05-19/DDD_010403257,846.0,DDD:ddd:010403257:mpeg21.didl.xml.gz.xml,1003.0,../data/1950/05-19/DDD_010403257/DDD:ddd:010403257:mpeg21.didl.xml.gz.xml,Amigoe di Curacao : weekblad voor de Curacaosche eilanden,1950-05-19,[Willemstad,NV Paulus Drukkerĳ,KB C 251,67.0,7868.0,nl,1
24540,p,"Om nu een ongebreidelde en vernietigende concurrentie te vermijden, geeft de Franse steenkoolen staalindustrie aan een overeenkomst de voorkeur. De Franse voorstellen zijn zeer veelomvattend. Zij bewegen zich niet alleen op het terrein tan de productie, de afzet en de export, maar voorzien ook in een overeenkomst inzake de opheffing van de invoerrechten en een overeenstemming over lonen, prijzen, financiering, investering, rationalisatie en modernisering van de bedrijven Frankrijk wenst de volledige voordelen te trekken van de lage binnenlandse prijzen in Duitsland, vooral wat betreft steenkool.",DDD_110584890_0197_articletext.xml,1950-05-19,109164,../data/1950/05-19/DDD_110584890/DDD_110584890_0197_articletext.xml,../data/1950/05-19/DDD_110584890,850.0,DDD:ddd:110584890:mpeg21.didl.xml.gz.xml,1007.0,../data/1950/05-19/DDD_110584890/DDD:ddd:110584890:mpeg21.didl.xml.gz.xml,De Telegraaf,1950-05-19,Amsterdam,Dagblad De Telegraaf,KB C 98,53.0,19526.0,nl,2
24553,p,"PARIJS. 17 Mei. — De commiss-ie voor Buitenlandse Zaken der Franse Nationale Vergadering zal het voorstel-Schuman tot samen, (smelting van de Franse en Duitse steenkool- en staalindustrieën Dinsdag 23 Mei a.s. in behandeling nemen. — (Reuter.)",DDD_110584890_0020_articletext.xml,1950-05-19,109171,../data/1950/05-19/DDD_110584890/DDD_110584890_0020_articletext.xml,../data/1950/05-19/DDD_110584890,850.0,DDD:ddd:110584890:mpeg21.didl.xml.gz.xml,1007.0,../data/1950/05-19/DDD_110584890/DDD:ddd:110584890:mpeg21.didl.xml.gz.xml,De Telegraaf,1950-05-19,Amsterdam,Dagblad De Telegraaf,KB C 98,53.0,19526.0,nl,1
24764,p,"DE reactie, die het voorstel van de Franse minister van Buitenlandse Zaken Schuman om de gehele Duitse en Franse steenkool- en staalindustrie in één pool onder te brengen, in West-Duitsland heeft rewekt, is. wat de hoofdpunten betreft, instemmend. Maar de geest- Jrift van de regering Adenauer schijnt groter te zijn dan in de kringen van de industrieën, die er onmiddellijk bij betrokken zijn, aangezien de laatste zich nog geen duidelijke voorstelling kunnen makeu van de practisehe uitvoering van het plan. Overigens was het bedrijfsleven minder verrast dan de politieke kringen, want het was pr reeds lang op voorbereid, dat in Frankrijk plannen ontworpen werden, om met de Duitse steenkool- en staalindustrie tot een overeenkomst te geraken.",DDD_110584890_0194_articletext.xml,1950-05-19,109258,../data/1950/05-19/DDD_110584890/DDD_110584890_0194_articletext.xml,../data/1950/05-19/DDD_110584890,850.0,DDD:ddd:110584890:mpeg21.didl.xml.gz.xml,1007.0,../data/1950/05-19/DDD_110584890/DDD:ddd:110584890:mpeg21.didl.xml.gz.xml,De Telegraaf,1950-05-19,Amsterdam,Dagblad De Telegraaf,KB C 98,53.0,19526.0,nl,2
27724,p,"J 1 Frankrijk is er inmiddels toe overgegaan, de uitvoer van verschillende goederen aan een vergunning te verbinden, zoals bepaalde vezels en wollen garens, electrisch draad, kabels, steenkool, zwavel, zink-oxyde, bepaalde huiden en enkele papiersoorten. Dat de Frans-Britse besprekingen weinig resultaat zouden opleveren kon reeds worden gecon-' cludeerd uit een hoofdartikel in de Financial Times, waarin er op wordt gewezen, dat de Amerikaanse voorraadvorming de voornaamste oorzaak is van de prijsstijging en de schaarste, waardoor de goederenmarkten worden gekenmerkt. In herinnering wordt gebracht, dat de Amerikanen een belangrijk deel van de wereldvoorraden van katoen, tarwe en metalen controleren. De Financial Times is de mening toegedaan dat het gehele sterlingblok grote betekenis hecht aan de handhaving van vrije markten, zodat interventie op wel-",DDD_110585212_0136_articletext.xml,1950-11-29,110393,../data/1950/11-29/DDD_110585212/DDD_110585212_0136_articletext.xml,../data/1950/11-29/DDD_110585212,859.0,DDD:ddd:110585212:mpeg21.didl.xml.gz.xml,1017.0,../data/1950/11-29/DDD_110585212/DDD:ddd:110585212:mpeg21.didl.xml.gz.xml,De Telegraaf,1950-11-29,Amsterdam,Dagblad De Telegraaf,KB C 98,53.0,19691.0,nl,1
30740,p,"Hoewel dat toegeschreven wordt aan de moeilijke overgangsperiode, ziet het er voor het reizend publiek weinig prettig uit Het stijgen der spoortarieven heeft reeds velen afgeschrikt, zodat de verhoging een averechts gevolg had. Daar komt nu bij, dat op hun beurt de bustarieven omhoog zullen gaan, welke de kosten van de duurdere genationaliseerde steenkool moeten goedmaken. Het komt allemaal hoogst ongelegen: de genationaliseerde duisternis, waarin de City en een groot gedeelte van de rest van Londen door de gasstaking is gedompeld, is ook niet bepaald een reclame voor het staatsbedrijf.",DDD_010887177_0002_articletext.xml,1950-09-22,111493,../data/1950/09-22/DDD_010887177/DDD_010887177_0002_articletext.xml,../data/1950/09-22/DDD_010887177,867.0,DDD:ddd:010887177:mpeg21.didl.xml.gz.xml,1027.0,../data/1950/09-22/DDD_010887177/DDD:ddd:010887177:mpeg21.didl.xml.gz.xml,Nieuwsblad van het Noorden,1950-09-22,Groningen,Nieuwenhuis,Groninger archieven 649-1318,63.0,222.0,nl,1
