,Unnamed: 0,Unnamed: 0.1,article_filepath,article_name,count,date,dir,index_article,index_metadata,metadata_filepath,metadata_title,newspaper_city,newspaper_date,newspaper_issuenumber,newspaper_language,newspaper_publisher,newspaper_source,newspaper_title,newspaper_volume,sentiment,text,text_clean,type,sentiment_coal,energy,sentiment_gas,sentiment_oil
255,4024,4024,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-01/DDD_010623536/DDD_010623536_0122_articletext.xml,DDD_010623536_0122_articletext.xml,1,1991-03-01,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-01/DDD_010623536,3233166,8328.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/03-01/DDD_010623536/DDD:ddd:010623536:mpeg21.didl.xml.gz.xml,DDD:ddd:010623536:mpeg21.didl.xml.gz.xml,Heerlen,1991-03-01,51.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,73.0,0.13117899827598825,"ISTANBUL - Bij een botsing tussen veiligheidstroepen en demonstranten in Sirnak in het zuidoosten van Turkije zijn gisteren zeker zes burgers en een militair om het leven gekomen. Dat hebben waarnemers gemeld. Ooggetuigen meldden dat een menigte van ongeveer 10.000 burgers - onder wie vrouwen, kinderen en studenten - met stenen en stokken de aanval opende op de militairen nadat deze een tiental muilezels hadden doodgeschoten. De inwoners van Sirnak gebruikten de ezels om kolen te halen uit een nabijgelegen mijn. De betogers riepen anti-Turkse leuzen als 'Lang leve de PKK' (de Koerdische Arbeiderspartij) en 'Leve Koerdistan, weg mét de Turkse republiek' . Sirnak ligt in het deel van Turkije waar de Koerden de meerderheid van de bevolking uitmaken.",bij een botsing en demonstranten in in het van zijn gisteren zeker zes en een militair om het leven gekomen dat hebben waarnemers gemeld meldden dat een menigte van ongeveer onder wie kinderen en met stenen en stokken de aanval opende op de militairen nadat deze een tiental hadden doodgeschoten de inwoners van de ezels om kolen te halen een nabijgelegen mijn de betogers riepen lezen als leve de de arbeiderspartij en weg de ligt in het deel van waar de de meerderheid van de bevolking,p,NE,Y,,
256,1671,1671,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-15/DDD_010559434/DDD_010559434_0151_articletext.xml,DDD_010559434_0151_articletext.xml,1,1990-08-15,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-15/DDD_010559434,2371426,6043.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/08-15/DDD_010559434/DDD:ddd:010559434:mpeg21.didl.xml.gz.xml,DDD:ddd:010559434:mpeg21.didl.xml.gz.xml,Amersfoort,1990-08-15,11553.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],46.0,0.04921595707078783,"daar nog eens een schepje bij op moet doen. Voorlopig valt bij stappen in IEAverband eerder te denken aan bij voorbeeld het aanspreken van strategische voorraden (om tekorten op korte termijn op te vangen), aan energiebesparende maatregelen en aan de omschakeling van olie op gas en kolen door industrie en elektriciteitscentrales. Daarnaast kan het nodig zijn afspraken te maken over een verdeling van de aanvoer van olie, met name ten behoeve van de landen die relatief sterk afhankelijk waren van leveranties vanuit Irak en Kuwayt.",daar nog eens een schepje bij op moet doen voorlopig valt bij stappen in eerder te denken aan bij voorbeeld het aanspreken van strategische voorraden om tekorten op korte termijn op te vangen aan energiebesparende maatregelen en aan de omschakeling van olie op gas en kolen door en elektriciteitscentrales daarnaast kan het nodig zijn afspraken te maken over een verdeling van de aanvoer van olie met name ten behoeve van de landen die relatief sterk afhankelijk waren van leveranties en,p,NE,Y,NE,NE
257,666,666,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/11-30/DDD_011005255/DDD_011005255_0148_articletext.xml,DDD_011005255_0148_articletext.xml,2,1994-11-30,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/11-30/DDD_011005255,1441494,3549.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/11-30/DDD_011005255/DDD:ddd:011005255:mpeg21.didl.xml.gz.xml,DDD:ddd:011005255:mpeg21.didl.xml.gz.xml,Groningen,1994-11-30,282.0,nl,Nieuwenhuis,Groninger archieven,Nieuwsblad van het Noorden,107.0,0.09000727970176878,"Van elk van deze zes keuzes werden de voor- en nadelen geschetst en een breed samengestelde klankbordgroep zag er op toe dat zulks redelijk gebeurde. ""Als niet de grootst mogelijke zorgvuldigheid wordt betracht bij het formuleren van het keuzeprobleem, verliest de keuze-enquête al snel haar geloofwaardigheid bij zowel de ondervraagden als bij hen die kennis nemen van de resultaten van de enquête"", stellen de onderzoekers D. van Knippenberg en D.D.L Daamen terecht. Daar deed men dus zijn uiterste best voor, hoewel het bleef gaan om informatie die door ""deskundigen"" het belangrijkst werd gevonden en niet van de zes keuzes kon afwijken. Een representatieve steekproef van bijna duizend Nederlanders kreeg deze zes keuzes met bijbehorende informatie voorgelegd; een even grote, eveneens representatieve steekproef alleen ge keuzes. En wat blijkt? Kernergie wordt door 22,5 percent van de voorgelichten gekozen tegen 16,3 percent van de niet-voorgelichten. De grote meerderheid (in beide enquêtes 72 percent) kiest voor het eerste pakket besparingen, voor aardgas (40,1 en 44 percent), voor kolen met afvangen van kooldioxyde (35,5 en 38 percent) en het tweede pakket besparingen (21,9 en 25,5 percent). '_ -«vo ""Hoewel het verstrekken van informatie over de gevolgen van de verschillende keuzemogelijkheden dus wel van invloed is op keuzes, leidt informatieverstrekking niet tot fundamentele verschuivingen in voorkeuren"", luidt de conclusie dan ook. En de uitkomst wijkt bovendien niet beduidend af van de resultaten van de laatste ""gewone"" opiniepeiling (de Energie-Monitor), zeker niet als rekening wordt gehouden met een betrouwbaarheidsmarge van (plus tot min) vijf percent. Wijkt helemaal niet af als ook de ""betrokkenheid"" van de ondervraagden bij het onderwerp energievoorziening in aanmerking wordt genomen. Sterk bij het probleem betrokken personen kiezen, zo concluderen de onderzoekers, vaker voor besparingen en minder vaak voor kolen, aardgas en kernenergie. De verschillen in keuzes kunnen worden verklaard door het verschil in betrokkenheid; sterk betrokkenen hebben zich al geïnformeerd en de aangedragen informatie bevatte voor hen geen nieuws. Kortom: de bewering dat goed geïnformeerde, rationeel denkende burgers best vóór kern- • energie zijn en zulks in tegenstelling tot de slecht geïnformeerde, emotionele ""massa"", wil ik na dit onderzoeksresultaat nooit meer horen. - ; •",van elk van deze zes werden de en nadelen geschetst en een breed samengestelde zag er op toe dat redelijk als niet de grootst mogelijke wordt betracht bij het van het verliest de te al snel haar geloofwaardigheid bij zowel de ondervraagden als bij hen die kennis nemen van de van de te stellen de onderzoekers van en terecht daar deed men zijn best voor hoewel het bleef gaan om informatie die door het belangrijkst werd gevonden en niet van de zes kon afwijken een representatieve steekproef van bijna kreeg deze zes met bijbehorende informatie voorgelegd een even grote eveneens representatieve steekproef alleen ge en wat blijkt wordt door percent van de gekozen tegen percent van de de grote meerderheid in beide percent kiest voor het eerste pakket besparingen voor aardgas en percent voor kolen met afvangen van en percent en het tweede pakket besparingen en percent hoewel het verstrekken van informatie over de gevolgen van de verschillende wel van invloed is op leidt informatieverstrekking niet tot in de dan ook en de wijkt bovendien niet af van de van de laatste gewone opiniepeiling de zeker niet als rekening wordt met een van tot min vijf percent wijkt helemaal niet af als ook de betrokkenheid van de ondervraagden bij het onderwerp energievoorziening in aanmerking wordt genomen sterk bij het probleem betrokken personen kiezen zo de onderzoekers vaker voor besparingen en minder vaak voor kolen aardgas en kernenergie de verschillen in worden verklaard door het verschil in betrokkenheid sterk betrokkenen hebben zich al ge en de aangedragen informatie bevatte voor hen geen kortom de bewering dat goed ge rationeel denkende best energie zijn en in tegenstelling tot de slecht ge emotionele massa wil ik na dit nooit meer horen,p,NE,Y,PO,NE
258,88,88,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/08-27/DDD_010638060/DDD_010638060_0460_articletext.xml,DDD_010638060_0460_articletext.xml,4,1994-08-27,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/08-27/DDD_010638060,1174013,2898.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1994/08-27/DDD_010638060/DDD:ddd:010638060:mpeg21.didl.xml.gz.xml,DDD:ddd:010638060:mpeg21.didl.xml.gz.xml,Heerlen,1994-08-27,201.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,76.0,0.12484189264971858,"Van onze verslaggever HEINSBERG/SITTARD - De inspraak rond de omstreden bruin-, koolwinning Garzweiler II is een regelrechte politieke show. De inbreng van de insprekers schijnt van geen enkel belang te zijn. Deze mening vat steeds meer post bij de Stichting Milieufederatie Limburg (MFL). Aanleiding tot de forse kritiek is het loslaten van de eis dat de gewonnen bruinkool verwerkt moet worden via de Kobra-techniek, een kolenvergasser voor bruinkool. Het grote voordeel van deze techniek is dat het rendement veel hoger is, dan bij andere bruinkoolcentrales. Toepassing van een Kobra-vergasser zou betekenen dat men circa 15 procent minder bruinkool hoeft te winnen om eenzelfde hoeveel energie op te wekken. Hoe minder bruinkool er gewonnen hoeft te worden, hoe beter voor het milieu. Nu schijnt de Landesregierung de eis te heben los gelaten. De regering van Nordrhein-Westfalen trok de Landtag over de streep door te garanderen dat deze nieuwe techniek zou worden gebruikt. Rheinbraun heeft inmiddels laten weten dat 'Kobra' te duur is en dat",van onze verslaggever de inspraak rond de omstreden is een regelrechte politieke show de inbreng van de schijnt van geen enkel belang te zijn deze mening vat steeds meer post bij de stichting aanleiding tot de forse kritiek is het loslaten van de eis dat de gewonnen verwerkt moet worden via de een voor het grote voordeel van deze techniek is dat het rendement veel hoger is dan bij andere toepassing van een zo betekenen dat men circa procent minder hoeft te winnen om eenzelfde hoeveel energie op te wekken hoe minder er gewonnen hoeft te worden hoe beter voor het schijnt de de eis te los gelaten de regering van trok de over de streep door te garanderen dat deze techniek zo worden heeft inmiddels laten weten dat te is en dat,p,NE,Y,,
259,3120,3120,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/05-26/DDD_010567274/DDD_010567274_0329_articletext.xml,DDD_010567274_0329_articletext.xml,1,1990-05-26,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/05-26/DDD_010567274,2493909,,,,,,,,,,,,0.10053555311632448,"Het bovenstaande betekent natuurlijk niet, dat gemeenten voor zich op economisch en werkgelegenneidsgebied niets meer zouden mogen doen. Dat zou fout zijn, maar wel moet daarbij rekening gehouden worden met een algemener, Fries belang. Zo zou een gemeente als Achtkarspelen eens moeten laten onderzoeken hoe zij - en Friesland - kan profiteren van haar geologische structuur. Energie zal in de toekomst steeds duurder worden en het gebruik van fossiele energie - olie, steenkool, etc. - moet uit milieu-overwegingen fors teruggebracht worden. De geologische structuur van (delen van) de gemeente Achtkarspelen geeft in principe mogelijkheden voor het gebruik van aardwarmte. Bijvoorbeeld in de Franse stad Melun wordt zo een hele stadswijk verwarmd middels heet watermassa's diep uit de bodem. En wanneer zou blijken dat - traditioneel gedacht - dit in Achtkarspelen nog niet economisch haalbaar is, dan is er wellicht een (gesubsidieerd) experiment mogelijk als investering voor het Kennis op doen op het gebied van aardwarmte in de (nabije) toekomst.",het bovenstaande betekent niet dat gemeenten voor zich op economisch en niets meer zoden mogen doen dat zo zijn maar wel moet daarbij rekening worden met een algemener belang zo zo een gemeente als eens moeten laten onderzoeken hoe zij en kan profiteren van haar geologische energie zal in de toekomst steeds worden en het van fossiele energie olie steenkool moet fors worden de geologische van delen van de gemeente geeft in principe mogelijkheden voor het van bijvoorbeeld in de stad wordt zo een hele stadswijk verwarmd middels heet diep de bodem en wanneer zo blijken dat traditioneel gedacht dit in nog niet economisch haalbaar is dan is er wellicht een experiment mogelijk als investering voor het kennis op doen op het gebied van in de nabije toekomst,p,NG,Y,,NG
260,2532,2532,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-02/DDD_010963724/DDD_010963724_0114_articletext.xml,DDD_010963724_0114_articletext.xml,1,1991-01-02,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/01-02/DDD_010963724,3526976,,,,,,,,,,,,0.05063887647199767,"DEN HAAG — De Centrale Raad voor Milieuhygiëne (CRMH) is verdeeld over het bestrijden van het broeikaseffect. Dat blijkt uit een ontwerp-advies over energiebesparing. Vooral door verbranding van kolen, gas en olie ontstaat kooldioxyde, welke stof het meest bijdraagt aan het broeikaseffect. Energiebesparing moet de oplossing bieden. Een meerderheid van de raad vindt dat de besparing verder moet gaan dan voorgesteld in de regeringsnota's NMP plus en Nota Energiebesparing, namelijk een vermindering met twee percent per jaar. Een minderheid vindt dat de noodzaak daarvan onvoldoende is aangetoond en acht een besparing van die omvang niet haalbaar. De vermindering met drie tot vijf percent zoals de regering in de komende tien jaar wil bereiken zou al ambitieus zijn. De meerderheid van de raad bepleit aanscherping van regelgeving, een bodem in de energieprijzen en ingrijpende veranderingen in de economie.",de centrale raad voor is verdeeld over het bestrijden van het broeikaseffect dat blijkt een over energiebesparing vooral door verbranding van kolen gas en olie ontstaat welke stof het meest bijdraagt aan het broeikaseffect energiebesparing moet de oplossing bieden een meerderheid van de raad vindt dat de besparing verder moet gaan dan voorgesteld in de regeringsnota en nota energiebesparing namelijk een vermindering met twee percent per jaar een minderheid vindt dat de noodzaak daarvan onvoldoende is aangetoond en acht een besparing van die omvang niet haalbaar de vermindering met drie tot vijf percent zoals de regering in de komende tien jaar wil bereiken zo al ambities zijn de meerderheid van de raad bepleit aanscherping van regelgeving een bodem in de en ingrijpende veranderingen in de economie,p,NG,Y,NG,NG
261,2782,2782,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-20/DDD_010642360/DDD_010642360_0188_articletext.xml,DDD_010642360_0188_articletext.xml,1,1990-01-20,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/01-20/DDD_010642360,2459321,,,,,,,,,,,,0.028542423761904436,"= door Mario Kleinmoedig = WILLEMSTAD — In de discussie over kernenergie is opslag van atoomafval één van de belangrijkste en meest omstreden problemen. Kernenergie maakt nog steeds maar een klein deel uit van het totale energieverbruik in de wereld. De rest van de energie wordt opgewekt uit olie, kolen, gas, hout, waterkracht, wind enzovoorts.",door kleinmoedig in de over kernenergie is opslag van van de belangrijkste en meest omstreden problemen kernenergie maakt nog steeds maar een klein deel van het totale in de wereld de rest van de energie wordt opgewekt olie kolen gas hot waterkracht wind enzovoorts,p,NE,Y,NE,NE
262,2917,2917,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/12-21/DDD_010623118/DDD_010623118_0127_articletext.xml,DDD_010623118_0127_articletext.xml,1,1993-12-21,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/12-21/DDD_010623118,665789,,,,,,,,,,,,0.09825566491077717,"In de vorige nota Energiebesparing stond dat het verbruik in het jaar 2000 met 20 procent moet zijn afgenomen. Daarmee zou de uitstoot van kooldioxide ((!02)-dal vrijkomt bij de verbranding van olie, gal en kolen en mede oorzaak is van hel broeikaseffei i - met 3,5 tot J procent dalen",in de vorige nota energiebesparing stond dat het in het jaar met procent moet zijn afgenomen daarmee zo de van kooldioxide vrijkomt bij de verbranding van olie gal en kolen en mede oorzaak is van hel met tot procent dalen,p,NG,Y,NG,NG
263,646,646,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/06-17/DDD_010637996/DDD_010637996_0255_articletext.xml,DDD_010637996_0255_articletext.xml,2,1993-06-17,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/06-17/DDD_010637996,576891,1423.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/06-17/DDD_010637996/DDD:ddd:010637996:mpeg21.didl.xml.gz.xml,DDD:ddd:010637996:mpeg21.didl.xml.gz.xml,Heerlen,1993-06-17,140.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,75.0,0.09429038942403388,"DEN HAAG/BRUNSSUM - Ploum Beheersmaatschappy BV, een kolenhandel in Brunssum, heeft gisteren bij de Raad van State in Den Haag de door Gedeputeerde Staten van Limburg opgelegde milieueisen aangevochten. Ploum verzocht om schorsing van de bepaling waarin de aanwezigheid van een vloeistofdichte vloer onder de kolenopslagplaats verplicht wordt gesteld. Het bedryf schat dat de aanleg van een dergelyke vloer een investering van enkele tonnen vergt. Bovendien wyst het bedryf erop dat de kolen boven een laag van mynsteen liggen. Ploum zegt dat de opgeslagen kolen minder verontreiniging bevatten als het onderliggende mynsteen.",een in heeft gisteren bij de raad van state in de door staten van opgelegde aangevochten verzocht om schorsing van de bepaling waarin de aanwezigheid van een vloer onder de verplicht wordt gesteld het schat dat de aanleg van een vloer een investering van enkele tonnen vergt bovendien het erop dat de kolen boven een laag van liggen zegt dat de opgeslagen kolen minder verontreiniging bevatten als het onderliggende,p,NE,Y,,
264,1426,1426,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-16/DDD_010646635/DDD_010646635_0576_articletext.xml,DDD_010646635_0576_articletext.xml,1,1992-10-16,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-16/DDD_010646635,1682890,4289.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/10-16/DDD_010646635/DDD:ddd:010646635:mpeg21.didl.xml.gz.xml,DDD:ddd:010646635:mpeg21.didl.xml.gz.xml,Amsterdam,1992-10-16,32571.0,nl,Dagblad De Telegraaf,KB C 98,De Telegraaf,100.0,0.05839404357804276,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",het leveren van grote past daar echter niet in de laat dat niet toe gezien de binnenlandse verplichtingen van de en het belang dat zij hecht aan de bestaande een goede oplossing is daarom de door totdat en in een later het in staat zijn van gas te voorzien daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder energiebronnen zoals kolen bijl schat dat de totale vraag naar aardgas in en zal stijgen van naar miljard driekwart van de vraag zal zich in voordoen de stijgende van gas wordt behalve door zijn schone karakter minder veroorzaakt door het streven van veel landen afhankelijkheid van olie te verminderen,p,NG,Y,PO,NG
265,4202,4202,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/07-17/DDD_010646351/DDD_010646351_0505_articletext.xml,DDD_010646351_0505_articletext.xml,1,1991-07-17,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1991/07-17/DDD_010646351,3944102,,,,,,,,,,,,0.10620444811758198,"DEN HAAG, woensdag . Minister Kok (Financiën) wil per {Januari 1993 de belasting op ar- verlagen. Maar daar staat tefßnover dat alle milieuvervuilende **ken zoals olie, kolen, gas, daare opgewekte elektriciteit, mi- J*übelastende produkten en -pro- zwaarder moeten Wen belast. Dit om het verbruik r temperen.",woensdag minister kok wil per de belasting op verlagen maar daar staat dat alle ken zoals olie kolen gas opgewekte elektriciteit belastende en zwaarder moeten wen belast dit om het temperen,p,NG,Y,NG,NG
266,2912,2912,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/07-04/DDD_010644141/DDD_010644141_0144_articletext.xml,DDD_010644141_0144_articletext.xml,1,1992-07-04,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/07-04/DDD_010644141,1983797,,,,,,,,,,,,0.12215446462882168,"|SOLSTRAND - Afvaar- P-ingen van 22 oliepro- FUcerende en consumej^nde landen zijn tijdens l-n tweedaagse confectie in het Noorse Sol■ -*and niet dichter tot elk. r gekomen. Ook op het *nt van belastingheffing .-f «c uitstoot van kool- konden de parlen elkaar niet vinden. iCjnißters en hoge ambtel^envanOPEC-enindus-22«ianden 22«ianden toonden zich nietirfipw tevreden. Volgens hen 3liren de informele bespre- IS^ivoornamelijk bedoeld ie .in j zijden hun ver»ll _~ visies laten ven.(_*. °en meuwe ideeën voor 5 SW«nkin„ , aan te o igen. Ons doel was niet ___""leU?e afspraken te ./Sen °f te Praten over _S 2» en Produ^ie pla- 7n. I aldus de Noorse tPnTx.Van Buitenlandse fnn orvald Stoltenberg ltiVrlooP Van de besPre•er_TfrnvandeOPEC(Orga I6den7anolie exporterende o _de n.ltten vooral kritiek ,6Ï onP an^en van de EurotS,We_2nmiBaieom belasting 4£__,°p ie uitstoot va"" iun!er _.de-Dezestofkomt idflj__i_^eer ***> biJ de veron4n van fossiele brandre? nkoz0rls fSf™ - ge «nn elangriJke bijgaoapadard emperatUUr De Kuwaytse minister van Olie, Homoud Al-Roobah, sprak van ""discriminatie* en noemde het onrechtvaardig dat de meeste Westerse landen de mijnbouw industrie, die het milieu nog veel erger aantast, wel steunen. De afgevaardigden spraken verder over samenwerking bij de overdracht van technologieën voor een schone en meer efficiënte olieproductie, steun voor investeringen in ontwikkelingslanden en mogelijkheden om informatie te delen.",van en landen zijn tijdens tweedaagse confectie in het sol niet dichter tot elk gekomen ook op het van van konden de elkaar niet vinden en hoge toonden zich tevreden volgens hen de informele bedoeld ie zijden ver visies laten en idee voor aan te ons doel was niet afspraken te te praten over en de van de exporterende vooral kritiek van de belasting ie va in er bij de van fossiele ge de minister van olie sprak van discriminatie en noemde het onrechtvaardig dat de meeste westerse landen de die het nog veel erger aantast wel stenen de afgevaardigden spraken verder over samenwerking bij de overdracht van technologie voor een schone en meer sten voor investeringen in ontwikkelingslanden en mogelijkheden om informatie te delen,p,NG,Y,,NE
267,2313,2313,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-19/DDD_010559974/DDD_010559974_0012_articletext.xml,DDD_010559974_0012_articletext.xml,1,1992-05-19,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-19/DDD_010559974,1722979,4392.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1992/05-19/DDD_010559974/DDD:ddd:010559974:mpeg21.didl.xml.gz.xml,DDD:ddd:010559974:mpeg21.didl.xml.gz.xml,Amersfoort,1992-05-19,12096.0,nl,Stichting Nederlands Dagblad,Nederlands Dagblad,Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.],48.0,0.06929293050773135,"Ge- en verboden zijn daarbij vaak niet de aangewezen maatregelen. Het gaat om 'minder', niet om 'niets meer'. De portemonnee is dan een geschikte invalshoek om tot een ander gedrag te prikkelen. Vandaar de gedachte van de 'ecotax': leg een belasting op vervuilende activiteiten. Nu wordt belasting geheven over het inkomen (grotendeels door arbeid verdiend) of de consumptie. Verschuif dat, zodat milieuvervuilende activiteiten duurder en gezonde activiteiten goedkoper worden. Voor de schatkist zou de operatie neutraal kunnen zijn. En wie milieubewust leeft of gaat leven, kan er zelfs voordeel van hebben. Er wordt dan vooral gedacht aan een heffing op fossiele energie. Verbranding van kolen, olie of gas leidt tot de uitstoot van kooldioxyde, die het broeikaseffect veroorzaakt (klimaatverandering en stijging van de zeespiegel). Zonder maatregelen blijft die uitstoot toenemen met de welvaartsgroei. Die tendens moet worden omgekeerd.",en verboden zijn daarbij vaak niet de aangewezen maatregelen het om niet om meer de portemonnee is dan een geschikte invalshoek om tot een ander gedrag te prikkelen vandaar de gedachte van de leg een belasting op activiteiten wordt belasting geheven over het inkomen grotendeels door arbeid verdiend of de dat zodat activiteiten en gezonde activiteiten goedkoper worden voor de schatkist zo de operatie zijn en wie leeft of leven kan er zelfs voordeel van hebben er wordt dan vooral gedacht aan een heffing op fossiele energie verbranding van kolen olie of gas leidt tot de van die het broeikaseffect veroorzaakt en stijging van de zeespiegel zonder maatregelen blijft die toenemen met de die tendens moet worden omgekeerd,p,NG,Y,NG,NG
269,3820,3820,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/07-05/DDD_010623795/DDD_010623795_0269_articletext.xml,DDD_010623795_0269_articletext.xml,1,1990-07-05,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/07-05/DDD_010623795,2877365,7367.0,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1990/07-05/DDD_010623795/DDD:ddd:010623795:mpeg21.didl.xml.gz.xml,DDD:ddd:010623795:mpeg21.didl.xml.gz.xml,Heerlen,1990-07-05,157.0,nl,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,KB C 101,Limburgsch dagblad,72.0,0.05796814686014903,"De PLEM kan de bouw van een tweede waterkrachtcentrale (Borgharen) in elk geval niet alleen betalen. Sterker nog: de centrale in Linne zou op basis van de huidige lage energieprijzen nooit gebouwd zijn. Stroom opwekken met kolen, olie of gas is momenteel veel goedkoper.",de kan de van een tweede waterkrachtcentrale in elk geval niet alleen betalen sterker nog de centrale in zo op basis van de lage nooit zijn stroom opwekken met kolen olie of gas is momenteel veel goedkoper,p,PO,Y,PO,PO
270,3213,3213,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/11-11/DDD_010623084/DDD_010623084_0246_articletext.xml,DDD_010623084_0246_articletext.xml,1,1993-11-11,/Users/leonardovida/dev/HistAware/data/raw/delpher/1990s/1993/11-11/DDD_010623084,149749,,,,,,,,,,,,0.14694382979075862,"In de eerste plaats de noodzaak van zon lijn. Niet de werkgelegenheid, niet de economie, niet de grandeur van Rotterdam of de Nederlandse sleperstraditie, nee, uitsluitend de vraag of er zoveel transport nodig zal zijn, bepaalt of je er aan moet beginnen. Die noodzaak is berekenddoor een adviesbureau in opdracht van de regering. Dat kwam uit op twintig lange treinen per uur. Ze hadden dus begrepen dat de overheid feitelijk al had besloten en rekenden doodleuk uit hoeveel treinen er nodig zijn om die lijn terug te verdienen. Aanlegkosten volgens laagste, intussen verouderde schatting, vervoersprijs die door groeiende concurrentie alsmaar lager wordt en nog wat optimistische schattingen leverden een vervoersstroom op, die iedereen het hoofd op hol joeg. De omwonenden kreunden eenstemmig over die treinen om de drie minuten en de voorstanders zagen heel Europa opbloeien door dat gerij. Maar toch: er is geen spoor van waarschijnlijkheid, dat die voorspelling over een kwart eeuw uitkomt. Eerder het tegendeel. De terugloop van zware industrie (kolen en staal) en kunstmest is structureel en blijvend. Er is een vlucht van werk naar de Derde Wereld en Oost-Europa. Dus waar blijft die transportbehoefte?",in de eerste plaats de noodzaak van lijn niet de werkgelegenheid niet de economie niet de van of de nee de vraag of er zoveel transport nodig zal zijn bepaalt of je er aan moet beginnen die noodzaak is een in opdracht van de regering dat kwam op twintig lange treinen per ze hadden begrepen dat de overheid feitelijk al had besloten en rekenden hoeveel treinen er nodig zijn om die lijn terg te verdienen volgens laagste schatting die door groeiende alsmaar lager wordt en nog wat optimistische schattingen leverden een op die iedereen het hoofd op hol joeg de omwonenden eenstemmig over die treinen om de drie en de voorstanders zagen heel opbloeien door dat gerij maar toch er is geen spoor van waarschijnlijkheid dat die voorspelling over een kwart eerder het tegendeel de van zware kolen en staal en is en blijvend er is een van werk naar de derde wereld en waar blijft die,p,NG,Y,,
