,Unnamed: 0,text,labels,article_name,text_split
2,2,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,De stijgende populariteit van gas wordt behalve door zijn schone karakter ( minder CO2 - uitstoot ) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen .
3,3,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties .
3,3,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,"Een goede oplossing is daarom de voorleverantie door Gasunie , totdat Noorwegen en in een later stadium het GOS in staat zijn Oost - Europa van gas te voorzien ."
3,3,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,"Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen , zoals kolen ."
3,3,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,Gasunie - directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3 .
3,3,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,De stijgende populariteit van gas wordt behalve door zijn schone karakter ( minder CO2 - uitstoot ) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen .
4,4,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties .
4,4,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,"Een goede oplossing is daarom de voorleverantie door Gasunie , totdat Noorwegen en in een later stadium het GOS in staat zijn Oost - Europa van gas te voorzien ."
4,4,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,"Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen , zoals kolen ."
4,4,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,Gasunie - directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3 .
4,4,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,De stijgende populariteit van gas wordt behalve door zijn schone karakter ( minder CO2 - uitstoot ) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen .
5,5,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties .
5,5,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,"Een goede oplossing is daarom de voorleverantie door Gasunie , totdat Noorwegen en in een later stadium het GOS in staat zijn Oost - Europa van gas te voorzien ."
5,5,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,"Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen , zoals kolen ."
5,5,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,Gasunie - directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3 .
5,5,"Het leveren van grote gashoeveelheden past daar echter niet in. De Nederlandse reservepositie laat dat niet toe gezien de binnenlandse verplichtingen van de Gasunie en het belang dat zij hecht aan de bestaande exportrelaties. Een goede oplossing is daarom de voorleverantie door Gasunie, totdat Noorwegen en in een later stadium het GOS in staat zijn Oost-Europa van gas te voorzien. Daarmee wordt bovendien voorkomen dat deze landen zich gedwongen zien te investeren in minder milieuvriendelijke energiebronnen, zoals kolen. Gasunie-directeur Bijl schat dat de totale vraag naar aardgas in Europa tussen nu en 2010 zal stijgen van 400 naar 665 miljard m 3. Driekwart van de vraag zal zich in West-Europa voordoen. De stijgende populariteit van gas wordt behalve door zijn schone karakter (minder CO2-uitstoot) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen.",2,DDD_010646635_0576_articletext.xml,De stijgende populariteit van gas wordt behalve door zijn schone karakter ( minder CO2 - uitstoot ) veroorzaakt door het streven van veel landen hun afhankelijkheid van olie te verminderen .
6,6,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander : de Engelsman Michael Gromm .
6,6,"Horno heeft in de Streit ums Leben de steun gekregen van een buitenstaander: de Engelsman Michael Gromm. Hij noemt zich schrijver maar is volgens T)oze tongen' een gewone avonturier die iets had met de DDR, geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde. Gromm is goed van de tongriem gesneden en heeft - omdat hij met het ooit aangekondigde boek over families uit het naburige Guben nog niet is begonnen - voldoende tijd om originele protesten te bedenken. Zijn laatste vinding: de verkoop van vierkante meters grond aan actiegroepen uit de hele wereld. Opdat het een procedurele klus-van-jewelste zal worden als het ooit tot onteigening voor de bruinkoolwinning mocht komen. Gromm is inmiddels voorzitter van de actiegroep 'Zukunft Guben"" en voert ook de jongerenactiegroep 'Geil auf Horno' (Gek op Homo) aan. Hij is dan ook de man, die de spandoekactie heeft gestimuleerd. Zelf heeft hij het goede voorbeeld gegeven om het kruispunt daarvoor te benutten. De firma Laubag begrijpt niet, waarom Horno en zijn inwoners zo tegensputteren. Betoogd wordt dat de winningsplannen al van 1977 dateren en dat het dorp nu eenmaal midden in het bruinkoolveld is gelegen. Die bruinkool zegt de firma nodig te hebben om van voldoende brandstof verzekerd te zijn voor de nabijgelegen energiecentrale, die als de helft van alle centrales in Duitsland op steenkool is aangewezen. De centrale bij Horno heeft jaarlijks 30 miljoen ton nodig. De winning beslaat een enorm gebied rond het in tweeën gesplitste stadje Guben (de oude kern Gubin ligt in Polen, het nieuwere deel in oud-DDR). Voor de exploratie moet alles maar dan ook alles wijken. Waar de bruinkool is weggehaald, is lange tijd niets meer. Zo moet voor een nieuw delfgebied 3000 hectare bos tegen de vlakte. ""We voeren actie voor het behoud van de regenwouden in Brazilië, maar kappen hier al het hout,"" voert Gromm dan ook aan. Hoewel er nog geen kuub bruinkool onder of bij Horno is weggehaald, ondervinden het dorp en de omgevingen nu al de gevolgen. De banken zijn extra",1,DDD_011020295_0674_articletext.xml,"Hij noemt zich schrijver maar is volgens T ) oze tongen ' een gewone avonturier die iets had met de DDR , geen inreisvisum kreeg en na opheffing van de socialistische staat met de ogen dicht op de kaart prikte en daardoor toevallig in het dorp belandde ."
